bsr_state_id,bsr_state_name,bsr_continent,selected_tsr_state_id,selected_tsr_state_name,selected_mapping_type,selected_confidence,alternative_mapping_count,issue_count,vp_omission_count,manual_building_distribution,manual_resource_distribution,owner_core_conflict,decision_status,decision_reason,review_categories,selection_notes
855,STATE_855,north_america,378,STATE_378,split,0.800,1,11,4,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=4; tsr_overlap_rank=5/13; bsr_source_count=1
571,Omsk,asia,571,Omsk,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=11
573,Zlatoust,europe,573,Zlatoust,same_name,0.750,2,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=6
574,STATE_574,asia,574,Yakutsk,same_id_same_area,1.000,3,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=24
575,Kirensk,asia,575,Kirensk,same_id_same_area,1.000,2,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=13
576,Yeniseisk,asia,576,Yeniseisk,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=16
577,STATE_577,asia,577,STATE_577,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=20
578,Tomsk,asia,578,Tomsk,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=21
579,Salekhard,asia,579,Salekhard,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=8
580,Tobolsk,asia,580,Tobolsk,same_id_same_area,1.000,2,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=19
582,STATE_582,europe,582,STATE_582,same_id_same_area,0.900,2,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=8
587,STATE_587,asia,587,STATE_587,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=12
591,STATE_591,asia,591,STATE_591,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=5
595,STATE_595,asia,595,STATE_595,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=24
596,STATE_596,asia,596,STATE_596,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=22
600,STATE_600,asia,600,STATE_600,same_id_same_area,0.931,2,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=27
602,STATE_602,asia,602,STATE_602,same_id_same_area,0.947,2,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=18
606,STATE_606,asia,606,STATE_606,same_id_same_area,0.900,3,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=14
607,STATE_607,asia,607,STATE_607,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=20
609,STATE_609,asia,609,East Hebei,same_id_same_area,0.900,3,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=6
613,STATE_613,asia,613,Shanghai,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=2
614,Hebei,asia,614,Hebei,same_id_same_area,0.929,3,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=13
620,STATE_620,asia,620,STATE_620,same_id_same_area,0.900,2,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=8
622,STATE_622,asia,622,STATE_622,same_name,0.750,3,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=2
626,STATE_626,asia,626,STATE_626,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=3
633,STATE_633,asia,633,STATE_633,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=9
634,STATE_634,australia,634,STATE_634,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=10
635,STATE_635,australia,635,STATE_635,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=6
636,STATE_636,asia,636,STATE_636,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=3
637,STATE_637,asia,637,Kamchatka,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=7
639,STATE_639,asia,639,STATE_639,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=5
642,STATE_642,asia,642,STATE_642,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=1
643,STATE_643,asia,643,STATE_643,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=4
646,STATE_646,asia,646,STATE_646,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=3
647,STATE_647,asia,647,STATE_647,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=2
648,STATE_648,asia,648,STATE_648,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=1
650,STATE_650,asia,650,STATE_650,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=1
651,Ufa,europe,651,Ufa,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=18
652,STATE_652,europe,652,STATE_652,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=22
654,Gorno-Altaysk,asia,654,Gorno-Altaysk,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=5
655,STATE_655,asia,655,STATE_655,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=3
657,Birobidzhan,asia,657,Birobidzhan,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=19
658,STATE_658,middle_east,658,STATE_658,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=4
673,STATE_673,asia,673,STATE_673,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=12
675,STATE_675,middle_east,675,STATE_675,same_name,0.750,2,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=2
684,STATE_684,asia,684,STATE_684,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=11
694,STATE_694,south_america,694,STATE_694,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=3
700,STATE_700,africa,700,STATE_700,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=2
701,STATE_701,africa,701,STATE_701,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=2
702,STATE_702,africa,702,STATE_702,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=1
705,STATE_705,africa,705,STATE_705,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=1
706,STATE_706,africa,706,STATE_706,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=1
708,STATE_708,africa,708,STATE_708,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=1
711,STATE_711,asia,711,STATE_711,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=1
713,STATE_713,europe,713,STATE_713,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=1
720,STATE_720,south_america,720,STATE_720,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=1
721,STATE_721,asia,721,STATE_721,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=5
722,STATE_722,europe,722,PETSAMO,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=4
725,STATE_725,asia,725,STATE_725,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=1
727,STATE_727,asia,727,STATE_727,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=3
728,STATE_728,asia,728,STATE_728,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=1
729,STATE_729,asia,729,STATE_729,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=1
730,STATE_730,north_america,730,STATE_730,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=1
733,STATE_733,asia,733,STATE_733,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=2
734,STATE_734,australia,734,STATE_734,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=1
737,STATE_737,australia,737,STATE_737,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=16
743,STATE_743,asia,743,STATE_743,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=1
744,STATE_744,asia,744,STATE_744,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=8
745,STATE_745,asia,745,STATE_745,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=2
746,STATE_746,asia,746,STATE_746,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=7
749,STATE_749,asia,749,STATE_749,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=7
750,STATE_750,asia,750,STATE_750,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=6
751,STATE_751,asia,751,STATE_751,same_name,0.750,2,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=2
762,STATE_762,europe,762,STATE_762,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=2
765,STATE_765,middle_east,765,STATE_765,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=1
767,STATE_767,africa,767,North Darfur,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=3
775,BET - Borkou-Ennedi-Tibesti region,africa,775,BET - Borkou-Ennedi-Tibesti region,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=2
776,Benin/Dahomey,africa,776,Benin/Dahomey,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=3
777,STATE_777,africa,777,STATE_777,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=3
779,Ivory Coast,africa,779,Ivory Coast,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=6
781,STATE_781,africa,781,Niger,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=3
782,Tombouctou,africa,782,Tombouctou,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=4
783,Sidi Ifni,africa,783,Sidi Ifni,same_id_same_area,1.000,1,0,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=1
922,STATE_922,australia,285,STATE_285,split,1.000,1,9,3,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=4; tsr_overlap_rank=2/3; bsr_source_count=1
962,STATE_962,asia,528,North Kyushu,split,1.000,1,8,4,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
965,STATE_965,asia,531,Kansai,split,1.000,1,8,3,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
1006,STATE_1006,europe,138,STATE_138,split,1.000,1,8,3,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
1213,STATE_1213,africa,719,Natal,merge,0.750,2,8,2,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge vp_review resource_distribution,split+merge; province_overlap=3; tsr_overlap_rank=1/4; bsr_source_count=2
792,STATE_792,europe,42,STATE_42,merge,0.333,3,7,3,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge vp_review resource_distribution,split+merge; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=2
864,STATE_864,south_america,305,STATE_305,split,1.000,1,7,3,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
951,STATE_951,middle_east,345,STATE_345,merge,0.750,2,7,3,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge vp_review resource_distribution,split+merge; province_overlap=3; tsr_overlap_rank=1/3; bsr_source_count=2
1007,STATE_1007,europe,141,Svealand,merge,0.778,2,7,2,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge vp_review resource_distribution,split+merge; province_overlap=7; tsr_overlap_rank=2/2; bsr_source_count=2
1189,STATE_1189,europe,105,STATE_105,split,1.000,1,7,2,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=1
1396,STATE_1396,europe,113,Leinster,split,1.000,1,7,3,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1473,STATE_1473,europe,59,STATE_59,split,1.000,1,7,2,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=11; tsr_overlap_rank=1/4; bsr_source_count=1
1663,STATE_1663,middle_east,343,Afyon,merge,0.400,3,7,3,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge vp_review resource_distribution,split+merge; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=3
1708,STATE_1708,europe,130,STATE_130,split,1.000,1,7,3,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1
1786,STATE_1786,australia,285,STATE_285,split,1.000,1,7,2,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
492,STATE_492,south_america,492,STATE_492,merge,0.833,1,6,2,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge vp_review resource_distribution,merge; province_overlap=5; bsr_source_count=2
790,STATE_790,europe,55,STATE_55,split,1.000,1,6,3,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=2; tsr_overlap_rank=3/6; bsr_source_count=1
793,STATE_793,europe,64,STATE_64,merge,0.667,2,6,2,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge vp_review resource_distribution,split+merge; province_overlap=4; tsr_overlap_rank=2/6; bsr_source_count=2
833,STATE_833,europe,46,Muntenia,merge,0.667,2,6,2,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge vp_review resource_distribution,split+merge; province_overlap=4; tsr_overlap_rank=2/3; bsr_source_count=2
842,STATE_842,north_america,468,Saint Lawrence,split,1.000,1,6,2,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=11; tsr_overlap_rank=1/2; bsr_source_count=1
964,STATE_964,asia,282,Kanto,split,1.000,1,6,2,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=1
1300,STATE_1300,south_america,510,STATE_510,merge,0.333,2,6,2,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge vp_review resource_distribution,split+merge; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=2
1392,STATE_1392,middle_east,417,Hamadan,merge,0.667,2,6,2,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge vp_review resource_distribution,split+merge; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=2
1394,STATE_1394,middle_east,411,Isfahan,merge,0.500,2,6,2,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge vp_review resource_distribution,split+merge; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=2
1431,STATE_1431,europe,155,North Transdanubia,merge,0.500,2,6,2,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge vp_review resource_distribution,split+merge; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=2
1456,STATE_1456,north_america,362,STATE_362,split,1.000,1,6,2,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1500,STATE_1500,europe,180,STATE_180,split,1.000,1,6,2,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=1
1519,STATE_1519,europe,42,STATE_42,split,1.000,1,6,3,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=2; tsr_overlap_rank=3/5; bsr_source_count=1
1675,STATE_1675,middle_east,339,STATE_339,split,1.000,1,6,2,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1709,STATE_1709,europe,123,STATE_123,merge,0.667,2,6,2,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge vp_review resource_distribution,split+merge; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=2
1720,STATE_1720,europe,166,STATE_166,merge,0.800,2,6,2,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge vp_review resource_distribution,split+merge; province_overlap=4; tsr_overlap_rank=2/2; bsr_source_count=2
1801,STATE_1801,europe,21,Bouches-du-Rhône (Formerly Provence before Var split off),merge,0.500,2,6,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge vp_review resource_distribution,split+merge; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=2
1805,STATE_1805,europe,59,STATE_59,split,1.000,1,6,3,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=4; tsr_overlap_rank=2/4; bsr_source_count=1
1835,STATE_1835,south_america,307,Miranda,split,1.000,1,6,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
1844,STATE_1844,north_america,476,STATE_476,split,1.000,1,6,2,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1
1846,STATE_1846,north_america,485,STATE_485,split,1.000,1,6,2,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1851,STATE_1851,south_america,313,STATE_313,split,1.000,1,6,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=1; tsr_overlap_rank=1/4; bsr_source_count=1
1867,STATE_1867,south_america,313,STATE_313,split,1.000,1,6,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1901,STATE_1901,south_america,938,STATE_938,merge,0.500,1,6,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge vp_review resource_distribution,split+merge; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=2
54,STATE_54,europe,54,STATE_54,merge,0.875,2,5,2,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge vp_review resource_distribution,split+merge; province_overlap=7; tsr_overlap_rank=1/3; bsr_source_count=2
55,STATE_55,europe,55,STATE_55,split,1.000,1,5,3,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=7; tsr_overlap_rank=1/6; bsr_source_count=1
339,STATE_339,middle_east,339,STATE_339,merge,0.750,2,5,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge vp_review resource_distribution,split+merge; province_overlap=6; tsr_overlap_rank=1/3; bsr_source_count=2
343,STATE_343,middle_east,346,STATE_346,merge,0.500,3,5,2,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge vp_review resource_distribution,split+merge; province_overlap=2; tsr_overlap_rank=2/5; bsr_source_count=3
358,STATE_358,north_america,358,STATE_358,split,1.000,1,5,2,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=17; tsr_overlap_rank=1/3; bsr_source_count=1
360,STATE_360,north_america,360,STATE_360,split,1.000,1,5,2,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=21; tsr_overlap_rank=1/3; bsr_source_count=1
367,STATE_367,north_america,367,STATE_367,split,1.000,1,5,2,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=5; tsr_overlap_rank=2/3; bsr_source_count=1
507,Magallanes,south_america,949,Aysen,merge,0.833,2,5,0,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge resource_distribution,merge; province_overlap=5; bsr_source_count=2
510,STATE_510,south_america,510,STATE_510,split,1.000,1,5,3,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=1
798,STATE_798,europe,52,STATE_52,split,1.000,1,5,2,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=1
801,STATE_801,europe,66,STATE_66,split,1.000,1,5,2,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=2; tsr_overlap_rank=4/7; bsr_source_count=1
802,STATE_802,europe,66,STATE_66,split,1.000,1,5,2,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=1; tsr_overlap_rank=6/7; bsr_source_count=1
808,STATE_808,europe,974,South Transdanubia,merge,0.750,2,5,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge vp_review resource_distribution,split+merge; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=2
832,STATE_832,europe,971,Northern Dobruja,merge,0.750,2,5,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge vp_review resource_distribution,split+merge; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=2
848,STATE_848,north_america,383,STATE_383,split,1.000,1,5,2,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
892,STATE_892,europe,845,STATE_845,merge,0.667,2,5,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge vp_review resource_distribution,split+merge; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=2
917,STATE_917,south_america,304,STATE_304,split,1.000,1,5,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1
949,STATE_949,middle_east,293,STATE_293,split,1.000,1,5,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
953,STATE_953,middle_east,49,Ankara,split,1.000,1,5,2,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=4; tsr_overlap_rank=2/4; bsr_source_count=1
966,STATE_966,asia,1018,South Kyushu,split,1.000,1,5,2,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
967,STATE_967,asia,1018,South Kyushu,merge,0.600,2,5,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge vp_review resource_distribution,split+merge; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=2
1017,STATE_1017,asia,330,STATE_330,merge,0.571,3,5,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge vp_review resource_distribution,split+merge; province_overlap=8; tsr_overlap_rank=1/2; bsr_source_count=3
1062,STATE_1062,europe,51,STATE_51,split,1.000,1,5,2,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=1; tsr_overlap_rank=3/5; bsr_source_count=1
1099,STATE_1099,asia,724,STATE_724,split,1.000,1,5,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=5; tsr_overlap_rank=2/2; bsr_source_count=1
1208,STATE_1208,africa,275,Transvaal,merge,0.250,4,5,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge vp_review resource_distribution,split+merge; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=2
1211,STATE_1211,africa,681,Cape,merge,0.333,3,5,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge vp_review resource_distribution,split+merge; province_overlap=1; tsr_overlap_rank=4/8; bsr_source_count=2
