state 10: split/merge VP added province 3544 (from 402, value=1.0)
state 1965: split/merge VP added province 3692 (from 11640, value=1.0)
state 1965: split/merge VP added province 3692 (from 6712, value=1.0)
state 1969: split/merge VP added province 400 (from 11301, value=3.0)
state 1969: split/merge VP added province 400 (from 3393, value=3.0)
state 1969: split/merge VP added province 400 (from 3254, value=1.0)
state 1972: split/merge VP added province 11247 (from 11301, value=3.0)
state 1972: split/merge VP added province 11247 (from 3393, value=3.0)
state 1972: split/merge VP added province 11247 (from 3254, value=1.0)
state 1973: split/merge VP added province 388 (from 6558, value=10.0)
state 1974: split/merge VP added province 9335 (from 6241, value=5.0)
state 1974: split/merge VP added province 9335 (from 9363, value=1.0)
state 1974: split/merge VP added province 9335 (from 6336, value=1.0)
state 1975: split/merge VP added province 9309 (from 6241, value=5.0)
state 1975: split/merge VP added province 9309 (from 9363, value=1.0)
state 1975: split/merge VP added province 9309 (from 9335, value=3.0)
state 1975: split/merge VP added province 9309 (from 6336, value=1.0)
state 1976: split/merge VP added province 9431 (from 3262, value=5.0)
state 1976: split/merge VP added province 9431 (from 6496, value=3.0)
state 1976: split/merge VP added province 9431 (from 11562, value=1.0)
state 1978: split/merge VP added province 9873 (from 11801, value=2.0)
state 1978: split/merge VP added province 6852 (from 934, value=1.0)
state 1979: split/merge VP added province 5041 (from 5097, value=1.0)
state 198: split/merge VP added province 6455 (from 476, value=3.0)
state 1985: split/merge VP added province 9624 (from 682, value=2.0)
state 1986: split/merge VP added province 6670 (from 6700, value=5.0)
state 1987: split/merge VP added province 3623 (from 619, value=3.0)
state 1987: split/merge VP added province 3623 (from 9608, value=2.0)
state 1988: split/merge VP added province 6643 (from 3614, value=1.0)
state 1989: split/merge VP added province 9444 (from 9418, value=1.0)
state 1990: split/merge VP added province 6537 (from 9418, value=1.0)
state 1993: split/merge VP added province 9323 (from 11241, value=5.0)
state 1994: split/merge VP added province 9241 (from 11241, value=5.0)
state 1995: split/merge VP added province 215 (from 6232, value=1.0)
state 1996: split/merge VP added province 9493 (from 6593, value=3.0)
state 1997: split/merge VP added province 11342 (from 3320, value=3.0)
state 1998: split/merge VP added province 11900 (from 6882, value=5.0)
state 1999: split/merge VP added province 11782 (from 6882, value=5.0)
state 2: split/merge VP added province 11846 (from 13432, value=1.0)
state 20: split/merge VP added province 6786 (from 6613, value=10.0)
state 2002: split/merge VP added province 3893 (from 11842, value=5.0)
state 2003: split/merge VP added province 6942 (from 11899, value=5.0)
state 2003: split/merge VP added province 6957 (from 6983, value=3.0)
state 2004: split/merge VP added province 9922 (from 11899, value=5.0)
state 2004: split/merge VP added province 9922 (from 6983, value=3.0)
state 2007: split/merge VP added province 6669 (from 1599, value=5.0)
state 2007: split/merge VP added province 6669 (from 3653, value=3.0)
state 2009: split/merge VP added province 7554 (from 6701, value=3.0)
state 2009: split/merge VP added province 3711 (from 7624, value=1.0)
state 2010: split/merge VP added province 4463 (from 6701, value=3.0)
state 2010: split/merge VP added province 4463 (from 7624, value=1.0)
state 2011: split/merge VP added province 11574 (from 11899, value=5.0)
state 2011: split/merge VP added province 11574 (from 6983, value=3.0)
state 2012: split/merge VP added province 11577 (from 11581, value=3.0)
state 2014: split/merge VP added province 11372 (from 6282, value=5.0)
state 2016: split/merge VP added province 3776 (from 3780, value=15.0)
state 2016: split/merge VP added province 3776 (from 773, value=3.0)
state 2017: split/merge VP added province 963 (from 925, value=1.0)
state 2018: split/merge VP added province 9625 (from 3652, value=5.0)
state 2019: split/merge VP added province 9499 (from 9483, value=3.0)
state 2019: split/merge VP added province 9499 (from 6314, value=1.0)
state 2023: split/merge VP added province 9905 (from 934, value=1.0)
state 2026: split/merge VP added province 6399 (from 11332, value=3.0)
state 2027: split/merge VP added province 7135 (from 10004, value=1.0)
state 2029: split/merge VP added province 3460 (from 6558, value=10.0)
state 2031: split/merge VP added province 3381 (from 6558, value=10.0)
state 2032: split/merge VP added province 3572 (from 3473, value=1.0)
state 2033: split/merge VP added province 9456 (from 6521, value=50.0)
state 2033: split/merge VP added province 9456 (from 3522, value=5.0)
state 2033: split/merge VP added province 9456 (from 9496, value=1.0)
state 2034: split/merge VP added province 537 (from 3473, value=1.0)
state 2035: split/merge VP added province 9387 (from 3473, value=1.0)
state 2036: split/merge VP added province 6441 (from 514, value=5.0)
state 2036: split/merge VP added province 6441 (from 3535, value=5.0)
state 2036: split/merge VP added province 6441 (from 9471, value=2.0)
state 2037: split/merge VP added province 12834 (from 4948, value=5.0)
state 2038: split/merge VP added province 11518 (from 11506, value=50.0)
state 204: split/merge VP added province 331 (from 3350, value=3.0)
state 2040: split/merge VP added province 3669 (from 3652, value=5.0)
state 2041: split/merge VP added province 11642 (from 9642, value=5.0)
state 2042: split/merge VP added province 3681 (from 3652, value=5.0)
state 2043: split/merge VP added province 9644 (from 3652, value=5.0)
state 2044: split/merge VP added province 11628 (from 3652, value=5.0)
state 206: split/merge VP added province 3267 (from 9289, value=5.0)
state 211: split/merge VP added province 9919 (from 9783, value=5.0)
state 211: split/merge VP added province 6967 (from 9769, value=1.0)
state 229: split/merge VP added province 7495 (from 7661, value=10.0)
state 229: split/merge VP added province 11645 (from 11674, value=1.0)
state 230: split/merge VP added province 12380 (from 12441, value=1.0)
state 231: split/merge VP added province 6671 (from 3653, value=3.0)
state 232: split/merge VP added province 683 (from 6701, value=3.0)
state 232: split/merge VP added province 666 (from 7624, value=1.0)
state 233: VP remapped province 9663 -> 9674 (value=1.0)
state 234: VP remapped province 3720 -> 6768 (value=1.0)
state 234: VP remapped province 719 -> 11729 (value=3.0)
state 24: split/merge VP added province 6533 (from 3671, value=10.0)
state 243: VP remapped province 11336 -> 3278 (value=1.0)
state 261: split/merge VP added province 9825 (from 6890, value=10.0)
state 275: split/merge VP added province 5217 (from 10400, value=10.0)
state 276: split/merge VP added province 9583 (from 3775, value=10.0)
state 277: split/merge VP added province 7913 (from 2008, value=10.0)
state 278: split/merge VP added province 12364 (from 7621, value=2.0)
state 279: split/merge VP added province 13490 (from 12984, value=2.0)
state 279: split/merge VP added province 13490 (from 8251, value=1.0)
state 28: split/merge VP added province 6542 (from 3530, value=10.0)
state 285: split/merge VP added province 1861 (from 7859, value=30.0)
state 29: split/merge VP added province 3476 (from 575, value=5.0)
state 29: split/merge VP added province 11606 (from 11483, value=10.0)
state 29: split/merge VP added province 9500 (from 11548, value=15.0)
state 291: split/merge VP added province 12726 (from 2089, value=5.0)
state 291: split/merge VP added province 2004 (from 8001, value=3.0)
state 30: split/merge VP added province 9478 (from 11465, value=5.0)
state 301: split/merge VP added province 12901 (from 11023, value=1.0)
state 303: split/merge VP added province 8199 (from 2156, value=2.0)
state 304: split/merge VP added province 7630 (from 4611, value=1.0)
state 317: split/merge VP added province 12738 (from 2075, value=1.0)
state 325: split/merge VP added province 1319 (from 4501, value=1.0)
state 325: split/merge VP added province 1319 (from 12262, value=1.0)
state 327: split/merge VP added province 1221 (from 4288, value=1.0)
state 328: split/merge VP added province 7523 (from 4572, value=1.0)
state 330: split/merge VP added province 1859 (from 7799, value=1.0)
state 334: split/merge VP added province 12225 (from 12110, value=2.0)
state 339: split/merge VP added province 928 (from 4112, value=15.0)
state 34: split/merge VP added province 3516 (from 9536, value=3.0)
state 340: split/merge VP added province 947 (from 11811, value=1.0)
state 342: split/merge VP added province 12096 (from 1005, value=5.0)
state 343: split/merge VP added province 3876 (from 9861, value=5.0)
state 343: split/merge VP added province 3876 (from 6807, value=3.0)
state 345: split/merge VP added province 4124 (from 10056, value=1.0)
state 345: split/merge VP added province 4124 (from 11810, value=5.0)
state 345: split/merge VP added province 4124 (from 11746, value=5.0)
state 346: split/merge VP added province 9755 (from 9861, value=5.0)
state 346: split/merge VP added province 3788 (from 784, value=1.0)
state 348: split/merge VP added province 9830 (from 3870, value=5.0)
state 35: split/merge VP added province 6496 (from 11562, value=1.0)
state 351: VP remapped province 9131 -> 3175 (value=3.0)
state 352: split/merge VP added province 864 (from 7530, value=1.0)
state 354: split/merge VP added province 3979 (from 9868, value=1.0)
state 354: split/merge VP added province 3714 (from 11853, value=15.0)
state 356: split/merge VP added province 6978 (from 6995, value=3.0)
state 357: split/merge VP added province 6732 (from 12459, value=1.0)
state 357: split/merge VP added province 3710 (from 9832, value=1.0)
state 358: split/merge VP added province 3894 (from 3878, value=30.0)
state 358: split/merge VP added province 11680 (from 11654, value=3.0)
state 36: split/merge VP added province 6336 (from 6241, value=5.0)
state 36: split/merge VP added province 6336 (from 9363, value=1.0)
state 36: split/merge VP added province 6336 (from 9335, value=3.0)
state 360: split/merge VP added province 6869 (from 6845, value=20.0)
state 360: split/merge VP added province 3850 (from 11800, value=15.0)
state 361: split/merge VP added province 3957 (from 6984, value=5.0)
state 367: split/merge VP added province 4756 (from 7480, value=1.0)
state 367: split/merge VP added province 492 (from 12735, value=1.0)
state 370: split/merge VP added province 4565 (from 4464, value=1.0)
state 371: split/merge VP added province 7599 (from 7552, value=10.0)
state 375: split/merge VP added province 10504 (from 12782, value=1.0)
state 377: split/merge VP added province 1793 (from 853, value=3.0)
state 378: split/merge VP added province 11859 (from 9814, value=30.0)
state 378: split/merge VP added province 11859 (from 1562, value=15.0)
state 378: split/merge VP added province 986 (from 9671, value=25.0)
state 378: split/merge VP added province 986 (from 9713, value=1.0)
state 379: split/merge VP added province 12425 (from 4799, value=5.0)
state 382: split/merge VP added province 9792 (from 1827, value=5.0)
state 385: split/merge VP added province 7398 (from 3513, value=1.0)
state 39: split/merge VP added province 9630 (from 11598, value=1.0)
state 390: split/merge VP added province 12620 (from 1747, value=1.0)
state 4: split/merge VP added province 11651 (from 732, value=10.0)
state 402: split/merge VP added province 7313 (from 7341, value=1.0)
state 405: split/merge VP added province 1459 (from 10488, value=1.0)
state 41: split/merge VP added province 3794 (from 858, value=1.0)
state 416: split/merge VP added province 1957 (from 5029, value=5.0)
state 42: split/merge VP added province 11547 (from 11435, value=1.0)
state 42: split/merge VP added province 11547 (from 3423, value=3.0)
state 42: split/merge VP added province 11547 (from 9575, value=3.0)
state 42: split/merge VP added province 11547 (from 11531, value=5.0)
state 420: split/merge VP added province 13874 (from 7969, value=5.0)
state 422: split/merge VP added province 10287 (from 10201, value=3.0)
state 425: split/merge VP added province 4344 (from 8011, value=10.0)
state 425: split/merge VP added province 4344 (from 4315, value=10.0)
state 43: split/merge VP added province 6716 (from 6751, value=5.0)
state 44: split/merge VP added province 11767 (from 13255, value=2.0)
state 44: split/merge VP added province 3884 (from 6900, value=2.0)
state 440: VP remapped province 10772 -> 10066 (value=15.0)
state 443: split/merge VP added province 4003 (from 3456, value=25.0)
state 446: split/merge VP added province 7011 (from 3996, value=5.0)
state 446: split/merge VP added province 13472 (from 1068, value=3.0)
state 45: split/merge VP added province 619 (from 9608, value=2.0)
state 453: split/merge VP added province 11979 (from 10099, value=1.0)
state 454: split/merge VP added province 4206 (from 1086, value=3.0)
state 454: split/merge VP added province 13412 (from 1065, value=1.0)
state 456: split/merge VP added province 13464 (from 12071, value=3.0)
state 456: split/merge VP added province 7073 (from 11974, value=1.0)
state 456: split/merge VP added province 13462 (from 11999, value=1.0)
state 458: split/merge VP added province 9994 (from 11969, value=10.0)
state 459: split/merge VP added province 4018 (from 12034, value=1.0)
state 468: split/merge VP added province 12149 (from 10230, value=1.0)
state 47: split/merge VP added province 4109 (from 3973, value=3.0)
state 47: split/merge VP added province 4109 (from 863, value=1.0)
state 47: split/merge VP added province 4109 (from 3864, value=3.0)
state 47: split/merge VP added province 4109 (from 976, value=1.0)
state 47: split/merge VP added province 4109 (from 7127, value=3.0)
state 47: split/merge VP added province 4109 (from 3988, value=1.0)
state 478: split/merge VP added province 5052 (from 10172, value=5.0)
state 479: split/merge VP added province 1952 (from 5015, value=5.0)
state 48: split/merge VP added province 11754 (from 9771, value=1.0)
state 485: split/merge VP added province 10832 (from 10730, value=5.0)
state 487: split/merge VP added province 10924 (from 2160, value=5.0)
state 489: split/merge VP added province 5088 (from 1944, value=1.0)
state 49: split/merge VP added province 11747 (from 804, value=5.0)
state 49: split/merge VP added province 9806 (from 3951, value=1.0)
state 490: VP remapped province 13289 -> 8149 (value=2.0)
state 491: split/merge VP added province 12869 (from 10970, value=1.0)
state 492: split/merge VP added province 2182 (from 13288, value=1.0)
state 492: split/merge VP added province 2182 (from 13286, value=1.0)
state 50: split/merge VP added province 11499 (from 9517, value=20.0)
state 502: split/merge VP added province 13655 (from 10447, value=3.0)
state 504: split/merge VP added province 8189 (from 2111, value=2.0)
state 51: split/merge VP added province 3547 (from 6469, value=10.0)
state 51: split/merge VP added province 3547 (from 587, value=5.0)
state 51: split/merge VP added province 3547 (from 3444, value=5.0)
state 510: split/merge VP added province 10943 (from 11007, value=2.0)
state 510: split/merge VP added province 10943 (from 12964, value=1.0)
state 510: split/merge VP added province 12453 (from 1449, value=3.0)
state 513: split/merge VP added province 9960 (from 12034, value=1.0)
state 527: split/merge VP added province 4052 (from 1003, value=1.0)
state 528: split/merge VP added province 4164 (from 11925, value=5.0)
state 53: split/merge VP added province 3299 (from 9515, value=3.0)
state 530: split/merge VP added province 4179 (from 7197, value=8.0)
state 534: split/merge VP added province 10128 (from 10015, value=10.0)
state 54: split/merge VP added province 9572 (from 6421, value=2.0)
state 54: split/merge VP added province 9572 (from 9557, value=2.0)
state 542: split/merge VP added province 10525 (from 8214, value=1.0)
state 549: split/merge VP added province 10851 (from 2096, value=1.0)
state 55: split/merge VP added province 3524 (from 6488, value=20.0)
state 55: split/merge VP added province 3524 (from 6444, value=2.0)
state 55: split/merge VP added province 3397 (from 11560, value=2.0)
state 554: split/merge VP added province 4111 (from 4486, value=1.0)
state 56: split/merge VP added province 309 (from 241, value=5.0)
state 56: split/merge VP added province 336 (from 11360, value=1.0)
state 566: VP remapped province 4797 -> 12540 (value=3.0)
state 572: VP remapped province 9292 -> 1327 (value=5.0)
state 58: split/merge VP added province 6257 (from 9347, value=20.0)
state 59: split/merge VP added province 9347 (from 6389, value=10.0)
state 592: split/merge VP added province 7152 (from 1047, value=10.0)
state 593: split/merge VP added province 12095 (from 9970, value=2.0)
state 6: split/merge VP added province 6598 (from 516, value=30.0)
state 60: split/merge VP added province 6524 (from 425, value=1.0)
state 601: split/merge VP added province 8059 (from 10856, value=1.0)
state 603: VP remapped province 4504 -> 10616 (value=3.0)
state 604: split/merge VP added province 4914 (from 7940, value=10.0)
state 604: split/merge VP added province 12899 (from 8018, value=1.0)
state 610: split/merge VP added province 3814 (from 11801, value=2.0)
state 617: split/merge VP added province 12526 (from 12601, value=1.0)
state 618: split/merge VP added province 4849 (from 4823, value=2.0)
state 62: split/merge VP added province 3340 (from 3258, value=1.0)
state 621: split/merge VP added province 12403 (from 7158, value=1.0)
state 63: split/merge VP added province 6309 (from 6282, value=5.0)
state 63: split/merge VP added province 9334 (from 11372, value=3.0)
state 640: split/merge VP added province 1082 (from 4425, value=1.0)
state 641: split/merge VP added province 13854 (from 12148, value=1.0)
state 65: split/merge VP added province 514 (from 3535, value=5.0)
state 65: split/merge VP added province 514 (from 9471, value=2.0)
state 66: split/merge VP added province 13530 (from 552, value=1.0)
state 664: split/merge VP added province 9537 (from 6573, value=1.0)
state 665: split/merge VP added province 10082 (from 7005, value=1.0)
state 666: split/merge VP added province 6125 (from 9147, value=1.0)
state 667: split/merge VP added province 4273 (from 13406, value=1.0)
state 667: split/merge VP added province 4273 (from 13410, value=1.0)
state 67: split/merge VP added province 479 (from 11467, value=5.0)
state 67: split/merge VP added province 479 (from 9511, value=3.0)
state 671: split/merge VP added province 4075 (from 9948, value=1.0)
state 676: split/merge VP added province 10106 (from 3916, value=3.0)
state 676: split/merge VP added province 13442 (from 6826, value=1.0)
state 677: split/merge VP added province 7140 (from 1056, value=1.0)
state 677: split/merge VP added province 7140 (from 1088, value=1.0)
state 682: split/merge VP added province 4775 (from 7899, value=1.0)
state 688: split/merge VP added province 8203 (from 2195, value=1.0)
state 69: split/merge VP added province 11432 (from 11401, value=3.0)
state 7: split/merge VP added province 3211 (from 9498, value=20.0)
state 70: split/merge VP added province 9692 (from 11539, value=5.0)
state 70: split/merge VP added province 9692 (from 541, value=2.0)
state 714: split/merge VP added province 4506 (from 12485, value=1.0)
state 715: split/merge VP added province 1499 (from 11836, value=1.0)
state 719: split/merge VP added province 13391 (from 1468, value=3.0)
state 719: split/merge VP added province 13391 (from 4696, value=1.0)
state 726: VP remapped province 13431 -> 7290 (value=1.0)
state 73: split/merge VP added province 3548 (from 6571, value=1.0)
state 731: split/merge VP added province 10163 (from 11818, value=5.0)
state 736: split/merge VP added province 11735 (from 11564, value=1.0)
state 747: split/merge VP added province 12898 (from 10863, value=1.0)
state 754: split/merge VP added province 13972 (from 12732, value=10.0)
state 754: split/merge VP added province 12815 (from 11448, value=1.0)
state 756: split/merge VP added province 12327 (from 5100, value=1.0)
state 76: split/merge VP added province 13376 (from 9672, value=2.0)
state 76: split/merge VP added province 13376 (from 9670, value=1.0)
state 761: split/merge VP added province 10612 (from 12690, value=1.0)
state 771: split/merge VP added province 12504 (from 5221, value=1.0)
state 78: split/merge VP added province 565 (from 3707, value=1.0)
state 787: VP remapped province 1910 -> 13289 (value=1.0)
state 788: split/merge VP added province 9482 (from 6469, value=10.0)
state 788: split/merge VP added province 529 (from 587, value=5.0)
state 788: split/merge VP added province 9482 (from 3444, value=5.0)
state 788: split/merge VP added province 529 (from 3547, value=1.0)
state 789: split/merge VP added province 9575 (from 11435, value=1.0)
state 789: split/merge VP added province 11531 (from 3423, value=3.0)
state 79: split/merge VP added province 6729 (from 6706, value=1.0)
state 790: split/merge VP added province 6488 (from 564, value=3.0)
state 790: split/merge VP added province 6488 (from 6444, value=2.0)
state 790: split/merge VP added province 6488 (from 11560, value=2.0)
state 791: split/merge VP added province 3574 (from 6488, value=20.0)
state 791: split/merge VP added province 3574 (from 564, value=3.0)
state 791: split/merge VP added province 3574 (from 6444, value=2.0)
state 791: split/merge VP added province 3574 (from 11560, value=2.0)
state 792: split/merge VP added province 13236 (from 11435, value=1.0)
state 792: split/merge VP added province 13236 (from 9575, value=3.0)
state 792: split/merge VP added province 13236 (from 11531, value=5.0)
state 793: split/merge VP added province 11359 (from 6521, value=50.0)
state 793: split/merge VP added province 9560 (from 9496, value=1.0)
state 794: split/merge VP added province 9428 (from 6521, value=50.0)
state 794: split/merge VP added province 11219 (from 3522, value=5.0)
state 794: split/merge VP added province 9428 (from 9496, value=1.0)
state 795: split/merge VP added province 6559 (from 514, value=5.0)
state 796: split/merge VP added province 8640 (from 317, value=3.0)
state 797: split/merge VP added province 6282 (from 11372, value=3.0)
state 798: split/merge VP added province 3688 (from 692, value=20.0)
state 798: split/merge VP added province 3688 (from 708, value=3.0)
state 799: split/merge VP added province 6934 (from 9517, value=20.0)
state 799: split/merge VP added province 6934 (from 11499, value=3.0)
state 801: split/merge VP added province 3510 (from 9570, value=10.0)
state 801: split/merge VP added province 3510 (from 552, value=1.0)
state 801: split/merge VP added province 3283 (from 3545, value=1.0)
state 802: split/merge VP added province 3485 (from 9570, value=10.0)
state 802: split/merge VP added province 3485 (from 552, value=1.0)
state 802: split/merge VP added province 3485 (from 3545, value=1.0)
state 803: split/merge VP added province 9457 (from 11467, value=5.0)
state 803: split/merge VP added province 9457 (from 9511, value=3.0)
state 806: split/merge VP added province 11634 (from 673, value=5.0)
state 807: split/merge VP added province 6723 (from 11666, value=30.0)
state 808: split/merge VP added province 6685 (from 11610, value=5.0)
state 809: split/merge VP added province 11625 (from 6670, value=1.0)
state 815: split/merge VP added province 3546 (from 13011, value=5.0)
state 815: split/merge VP added province 3546 (from 3560, value=1.0)
state 816: split/merge VP added province 883 (from 9784, value=3.0)
state 816: split/merge VP added province 883 (from 11998, value=3.0)
state 816: split/merge VP added province 883 (from 11837, value=15.0)
state 817: split/merge VP added province 6545 (from 13011, value=5.0)
state 817: split/merge VP added province 6545 (from 3560, value=1.0)
state 819: split/merge VP added province 3493 (from 512, value=15.0)
state 820: split/merge VP added province 6915 (from 6766, value=5.0)
state 830: split/merge VP added province 6761 (from 9716, value=1.0)
state 830: split/merge VP added province 11689 (from 6706, value=1.0)
state 832: split/merge VP added province 6677 (from 657, value=3.0)
state 833: split/merge VP added province 674 (from 9617, value=20.0)
state 833: split/merge VP added province 9651 (from 3663, value=5.0)
state 835: split/merge VP added province 1338 (from 6732, value=20.0)
state 835: split/merge VP added province 1338 (from 12459, value=1.0)
state 835: split/merge VP added province 1338 (from 9832, value=1.0)
state 836: split/merge VP added province 3732 (from 6732, value=20.0)
state 836: split/merge VP added province 3732 (from 9832, value=1.0)
state 837: split/merge VP added province 3712 (from 6732, value=20.0)
state 837: split/merge VP added province 10481 (from 12459, value=1.0)
state 837: split/merge VP added province 3712 (from 9832, value=1.0)
state 838: split/merge VP added province 9675 (from 6732, value=20.0)
state 838: split/merge VP added province 4445 (from 12459, value=1.0)
state 838: split/merge VP added province 9675 (from 9832, value=1.0)
state 839: split/merge VP added province 13241 (from 6732, value=20.0)
state 839: split/merge VP added province 13241 (from 12459, value=1.0)
state 840: split/merge VP added province 11830 (from 6732, value=20.0)
state 840: split/merge VP added province 11830 (from 12459, value=1.0)
state 840: split/merge VP added province 11830 (from 9832, value=1.0)
state 841: split/merge VP added province 9786 (from 3957, value=40.0)
state 841: split/merge VP added province 9786 (from 6984, value=5.0)
state 842: split/merge VP added province 7345 (from 4345, value=20.0)
state 842: split/merge VP added province 7433 (from 12149, value=3.0)
state 844: split/merge VP added province 6984 (from 3957, value=40.0)
state 845: split/merge VP added province 7524 (from 7552, value=10.0)
state 848: split/merge VP added province 4586 (from 4740, value=3.0)
state 848: split/merge VP added province 4586 (from 7834, value=1.0)
state 849: split/merge VP added province 12624 (from 1806, value=1.0)
state 850: split/merge VP added province 13941 (from 10337, value=10.0)
state 850: split/merge VP added province 13941 (from 3960, value=10.0)
state 850: split/merge VP added province 5085 (from 12782, value=1.0)
state 851: split/merge VP added province 5038 (from 10337, value=10.0)
state 851: split/merge VP added province 5038 (from 3960, value=10.0)
state 851: split/merge VP added province 5038 (from 12782, value=1.0)
state 852: split/merge VP added province 4884 (from 10337, value=10.0)
state 852: split/merge VP added province 6798 (from 3960, value=10.0)
state 853: split/merge VP added province 7879 (from 4799, value=5.0)
state 854: split/merge VP added province 9713 (from 9814, value=30.0)
state 854: split/merge VP added province 710 (from 1562, value=15.0)
state 854: split/merge VP added province 677 (from 9671, value=25.0)
state 855: split/merge VP added province 9911 (from 9814, value=30.0)
state 855: split/merge VP added province 941 (from 1562, value=15.0)
state 855: split/merge VP added province 4518 (from 9671, value=25.0)
state 855: split/merge VP added province 4518 (from 9713, value=1.0)
state 856: split/merge VP added province 5205 (from 6710, value=20.0)
state 857: split/merge VP added province 1719 (from 1866, value=5.0)
state 858: split/merge VP added province 12398 (from 7552, value=10.0)
state 859: split/merge VP added province 6742 (from 4860, value=1.0)
state 863: split/merge VP added province 13205 (from 9427, value=20.0)
state 863: split/merge VP added province 13205 (from 442, value=3.0)
state 863: split/merge VP added province 13205 (from 9494, value=1.0)
state 864: split/merge VP added province 8075 (from 12798, value=10.0)
state 864: split/merge VP added province 10888 (from 8252, value=5.0)
state 864: split/merge VP added province 10888 (from 5120, value=2.0)
state 865: split/merge VP added province 389 (from 9263, value=5.0)
state 865: split/merge VP added province 8874 (from 3295, value=5.0)
state 865: split/merge VP added province 8874 (from 279, value=1.0)
state 866: split/merge VP added province 599 (from 6626, value=3.0)
state 868: split/merge VP added province 9608 (from 619, value=3.0)
state 869: split/merge VP added province 11580 (from 11581, value=3.0)
state 878: split/merge VP added province 6953 (from 9602, value=3.0)
state 879: split/merge VP added province 6281 (from 11312, value=1.0)
state 88: split/merge VP added province 417 (from 9427, value=20.0)
state 88: split/merge VP added province 13857 (from 442, value=3.0)
state 88: split/merge VP added province 13857 (from 9494, value=1.0)
state 880: split/merge VP added province 310 (from 6222, value=3.0)
state 880: split/merge VP added province 310 (from 3255, value=1.0)
state 881: split/merge VP added province 11358 (from 310, value=3.0)
state 881: split/merge VP added province 11358 (from 222, value=1.0)
state 886: split/merge VP added province 5283 (from 557, value=1.0)
state 887: split/merge VP added province 469 (from 3585, value=3.0)
state 887: split/merge VP added province 469 (from 11432, value=1.0)
state 889: split/merge VP added province 9539 (from 9692, value=10.0)
state 889: split/merge VP added province 13267 (from 11539, value=5.0)
state 889: split/merge VP added province 9539 (from 541, value=2.0)
state 892: split/merge VP added province 9622 (from 9638, value=5.0)
state 894: split/merge VP added province 3662 (from 658, value=1.0)
state 896: split/merge VP added province 6008 (from 8193, value=3.0)
state 896: split/merge VP added province 13273 (from 12975, value=1.0)
state 898: split/merge VP added province 1993 (from 2081, value=1.0)
state 899: split/merge VP added province 11012 (from 12830, value=1.0)
state 901: split/merge VP added province 7978 (from 8034, value=2.0)
state 903: split/merge VP added province 1100 (from 10115, value=1.0)
state 903: split/merge VP added province 13306 (from 11977, value=1.0)
state 903: split/merge VP added province 7175 (from 4126, value=1.0)
state 903: split/merge VP added province 7175 (from 10110, value=1.0)
state 904: split/merge VP added province 11977 (from 10115, value=1.0)
state 907: split/merge VP added province 4004 (from 1148, value=1.0)
state 908: split/merge VP added province 7155 (from 4052, value=3.0)
state 908: split/merge VP added province 7155 (from 11835, value=1.0)
state 908: split/merge VP added province 7155 (from 1003, value=1.0)
state 911: split/merge VP added province 1177 (from 10115, value=1.0)
state 911: split/merge VP added province 1177 (from 11977, value=1.0)
state 911: split/merge VP added province 1177 (from 4126, value=1.0)
state 911: split/merge VP added province 1177 (from 10110, value=1.0)
state 914: split/merge VP added province 2142 (from 2111, value=2.0)
state 915: split/merge VP added province 5131 (from 8217, value=1.0)
state 917: split/merge VP added province 4624 (from 7630, value=5.0)
state 92: split/merge VP added province 9521 (from 11399, value=1.0)
state 922: split/merge VP added province 2114 (from 7859, value=30.0)
state 922: split/merge VP added province 2114 (from 12406, value=20.0)
state 922: split/merge VP added province 12934 (from 7520, value=1.0)
state 925: split/merge VP added province 3407 (from 3707, value=1.0)
state 926: split/merge VP added province 11557 (from 525, value=25.0)
state 93: split/merge VP added province 13623 (from 572, value=5.0)
state 93: split/merge VP added province 13623 (from 422, value=3.0)
state 931: split/merge VP added province 9645 (from 7624, value=1.0)
state 932: split/merge VP added province 7624 (from 6701, value=3.0)
state 933: split/merge VP added province 318 (from 9304, value=1.0)
state 934: split/merge VP added province 3654 (from 665, value=1.0)
state 935: split/merge VP added province 3631 (from 665, value=1.0)
state 937: split/merge VP added province 3592 (from 11581, value=3.0)
state 939: split/merge VP added province 984 (from 6889, value=3.0)
state 939: split/merge VP added province 984 (from 3924, value=3.0)
state 94: split/merge VP added province 6306 (from 3392, value=1.0)
state 94: split/merge VP added province 3256 (from 560, value=1.0)
state 940: split/merge VP added province 9821 (from 9809, value=3.0)
state 941: split/merge VP added province 9874 (from 6940, value=3.0)
state 941: split/merge VP added province 9874 (from 9849, value=2.0)
state 942: split/merge VP added province 6842 (from 9612, value=3.0)
state 943: split/merge VP added province 9783 (from 9902, value=3.0)
state 943: split/merge VP added province 9769 (from 6967, value=3.0)
state 943: split/merge VP added province 9769 (from 9888, value=1.0)
state 945: split/merge VP added province 12839 (from 3795, value=2.0)
state 946: split/merge VP added province 2089 (from 12726, value=1.0)
state 949: split/merge VP added province 1973 (from 10840, value=3.0)
state 950: split/merge VP added province 3851 (from 947, value=10.0)
state 951: split/merge VP added province 4008 (from 10056, value=1.0)
state 951: split/merge VP added province 4008 (from 11810, value=5.0)
state 951: split/merge VP added province 4008 (from 11746, value=5.0)
state 952: split/merge VP added province 11984 (from 7193, value=3.0)
state 953: split/merge VP added province 9901 (from 11747, value=15.0)
state 953: split/merge VP added province 9901 (from 804, value=5.0)
