bsr_state_id,bsr_state_name,current_selected_tsr_state_id,current_selected_tsr_state_name,current_mapping_type,suggested_decision_status,manual_decision,manual_tsr_state_id,reviewer_notes,applied_tsr_state_id,applied_mapping_type
1028,STATE_1028,1034,STATE_1034,same_name,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,1034,same_name
1029,STATE_1029,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1030,STATE_1030,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1031,STATE_1031,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1032,STATE_1032,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1033,STATE_1033,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1034,STATE_1034,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1035,STATE_1035,1092,STATE_1092,same_name,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,1092,same_name
1036,STATE_1036,796,STATE_796,same_name,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,796,same_name
1037,STATE_1037,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1038,STATE_1038,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1039,STATE_1039,906,STATE_906,same_name,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,906,same_name
1040,STATE_1040,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1041,STATE_1041,993,STATE_993,merge,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,993,merge
1042,STATE_1042,994,STATE_994,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,994,split
1043,STATE_1043,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1044,STATE_1044,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1045,STATE_1045,44,STATE_44,merge,,approve_selected,,Phase4b: conf=0.667 owner/core conflict auto approve,44,merge
1046,STATE_1046,804,STATE_804,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,804,split
1047,STATE_1047,104,STATE_104,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,104,split
1048,STATE_1048,104,STATE_104,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,104,split
1049,STATE_1049,274,STATE_274,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,274,split
1050,STATE_1050,788,STATE_788,same_name,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,788,same_name
1051,STATE_1051,789,STATE_789,same_name,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,789,same_name
1052,STATE_1052,790,STATE_790,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,790,split
1053,STATE_1053,791,STATE_791,same_name,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,791,same_name
1054,STATE_1054,792,STATE_792,same_name,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,792,same_name
1055,STATE_1055,793,STATE_793,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,793,split
1056,STATE_1056,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1057,STATE_1057,895,STATE_895,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,895,split
1058,STATE_1058,35,STATE_35,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,35,split
1059,STATE_1059,36,STATE_36,split,,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve,36,split
1060,STATE_1060,35,STATE_35,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,35,split
1061,STATE_1061,7,STATE_7,merge,,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve,7,merge
1062,STATE_1062,51,STATE_51,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,51,split
1063,STATE_1063,184,STATE_184,merge,,approve_selected,,Phase5: low-conf auto approve (manual review recommended post-import),184,merge
1064,STATE_1064,376,STATE_376,split,,approve_selected,,Phase4c: conf=0.667 resource/building dist auto approve,376,split
1065,STATE_1065,382,STATE_382,split,,approve_selected,,Phase4c: conf=0.667 resource/building dist auto approve,382,split
1066,STATE_1066,852,Dalmatia,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,852,split
1067,STATE_1067,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1068,STATE_1068,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1069,STATE_1069,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1070,STATE_1070,663,STATE_663,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,663,split
1071,STATE_1071,273,Libyan Desert,split,,approve_selected,,Phase4a: conf=0.8 owner/core conflict auto approve,273,split
1072,STATE_1072,273,Libyan Desert,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,273,split
1073,STATE_1073,1091,STATE_1091,same_name,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,1091,same_name
1074,STATE_1074,670,STATE_670,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,670,split
1075,STATE_1075,670,STATE_670,merge,,approve_selected,,Phase4b: conf=0.6 owner/core conflict auto approve,670,merge
1076,STATE_1076,1090,STATE_1090,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,1090,split
1077,STATE_1077,1090,STATE_1090,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,1090,split
1078,STATE_1078,671,STATE_671,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,671,split
1079,STATE_1079,1017,STATE_1017,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,1017,split
1080,STATE_1080,1017,STATE_1017,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,1017,split
1081,STATE_1081,1088,STATE_1088,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,1088,split
1082,STATE_1082,286,STATE_286,same_name,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,286,same_name
1083,STATE_1083,741,STATE_741,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,741,split
1084,STATE_1084,741,STATE_741,split,,approve_selected,,Phase4a: conf=0.833 owner/core conflict auto approve,741,split
1085,STATE_1085,1089,STATE_1089,merge,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,1089,merge
1086,STATE_1086,419,STATE_419,split,,approve_selected,,Phase4c: conf=0.75 resource/building dist auto approve,419,split
1087,STATE_1087,844,STATE_844,same_name,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,844,same_name
1088,STATE_1088,559,STATE_559,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,559,split
1089,STATE_1089,29,STATE_29,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,29,split
1090,STATE_1090,560,Nikolayevsk,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,560,split
1091,STATE_1091,231,STATE_231,split,,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve,231,split
1092,STATE_1092,231,STATE_231,split,,approve_selected,,Phase4b: conf=0.667 owner/core conflict auto approve,231,split
1093,STATE_1093,1071,STATE_1071,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,1071,split
1094,STATE_1094,1084,STATE_1084,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,1084,split
1095,STATE_1095,869,STATE_869,same_name,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,869,same_name
1096,STATE_1096,868,STATE_868,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,868,split
1097,STATE_1097,1100,STATE_1100,same_name,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,1100,same_name
1098,STATE_1098,868,STATE_868,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,868,split
1099,STATE_1099,724,STATE_724,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,724,split
1100,STATE_1100,834,STATE_834,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,834,split
1101,STATE_1101,1093,STATE_1093,same_name,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,1093,same_name
1102,STATE_1102,1094,STATE_1094,same_name,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,1094,same_name
1103,STATE_1103,48,STATE_48,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,48,split
1104,STATE_1104,103,Dalmatia,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,103,split
1105,STATE_1105,64,STATE_64,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,64,split
1106,STATE_1106,699,STATE_699,split,,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve,699,split
1107,STATE_1107,153,STATE_153,merge,,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve,153,merge
1108,STATE_1108,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1109,STATE_1109,948,STATE_948,same_name,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,948,same_name
1110,STATE_1110,558,STATE_558,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,558,split
1111,STATE_1111,835,STATE_835,merge,,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve,835,merge
1112,STATE_1112,63,STATE_63,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,63,split
1113,STATE_1113,842,STATE_842,same_name,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,842,same_name
1114,STATE_1114,38,Gävleborg,merge,,approve_selected,,Phase4c: conf=0.812 resource/building dist auto approve,38,merge
1115,STATE_1115,915,Bohuslän,province_overlap,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,915,province_overlap
1116,STATE_1116,1056,STATE_1056,split,,approve_selected,,Phase4b: conf=0.667 owner/core conflict auto approve,1056,split
1117,STATE_1117,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1118,STATE_1118,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1119,STATE_1119,87,STATE_87,merge,,approve_selected,,Phase4a: conf=0.8 owner/core conflict auto approve,87,merge
1120,STATE_1120,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1121,STATE_1121,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1122,STATE_1122,406,Gurev,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,406,split
1123,STATE_1123,407,STATE_407,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,407,split
1124,STATE_1124,443,Sind,merge,,approve_selected,,Phase4b: conf=0.75 owner/core conflict auto approve,443,merge
1125,STATE_1125,193,Chernihiv,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,193,split
1126,STATE_1126,193,Chernihiv,merge,,approve_selected,,Phase4a: conf=0.833 owner/core conflict auto approve,193,merge
1127,STATE_1127,226,Dnipropertovsk,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,226,split
1128,STATE_1128,897,STATE_897,split,,approve_selected,,Phase4c: conf=0.714 resource/building dist auto approve,897,split
1129,STATE_1129,1005,STATE_1005,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,1005,split
1130,STATE_1130,1007,STATE_1007,merge,,approve_selected,,Phase4b: conf=0.6 owner/core conflict auto approve,1007,merge
1131,STATE_1131,1008,STATE_1008,merge,,approve_selected,,Phase5: low-conf auto approve (manual review recommended post-import),1008,merge
1132,STATE_1132,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1133,STATE_1133,794,STATE_794,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,794,split
1134,STATE_1134,795,STATE_795,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,795,split
1135,STATE_1135,889,STATE_889,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,889,split
1136,STATE_1136,889,STATE_889,merge,,approve_selected,,Phase4b: conf=0.75 owner/core conflict auto approve,889,merge
1137,STATE_1137,538,STATE_538,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,538,split
1138,STATE_1138,831,Khiva,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,831,split
1139,STATE_1139,731,STATE_731,split,,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve,731,split
1140,STATE_1140,341,STATE_341,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,341,split
1141,STATE_1141,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1142,STATE_1142,212,STATE_212,split,,approve_selected,,Phase4b: conf=0.667 owner/core conflict auto approve,212,split
1143,STATE_1143,212,STATE_212,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,212,split
1144,STATE_1144,273,Libyan Desert,split,,approve_selected,,Phase4a: conf=0.8 owner/core conflict auto approve,273,split
1145,STATE_1145,273,Libyan Desert,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,273,split
1146,STATE_1146,273,Libyan Desert,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,273,split
1147,STATE_1147,962,STATE_962,same_name,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,962,same_name
1148,STATE_1148,589,STATE_589,merge,,approve_selected,,Phase4a: conf=0.917 owner/core conflict auto approve,589,merge
1149,STATE_1149,976,STATE_976,merge,,approve_selected,,Phase4a: conf=0.857 owner/core conflict auto approve,976,merge
1150,STATE_1150,381,STATE_381,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,381,split
1151,STATE_1151,150,KUOPIO,merge,,approve_selected,,Phase4a: conf=0.812 owner/core conflict auto approve,150,merge
1152,STATE_1152,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1153,STATE_1153,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1154,STATE_1154,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1155,STATE_1155,856,STATE_856,split,,approve_selected,,Phase5: low-conf auto approve (manual review recommended post-import),856,split
1156,STATE_1156,184,STATE_184,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,184,split
1157,STATE_1157,182,STATE_182,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,182,split
1158,STATE_1158,292,STATE_292,merge,,approve_selected,,Phase4c: conf=0.75 resource/building dist auto approve,292,merge
1159,STATE_1159,731,STATE_731,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,731,split
1160,STATE_1160,731,STATE_731,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,731,split
1161,STATE_1161,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1162,STATE_1162,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1163,Karma,241,Gomel,split,,approve_selected,,Phase4a: conf=0.833 owner/core conflict auto approve,241,split
1164,STATE_1164,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1165,STATE_1165,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1166,STATE_1166,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1167,STATE_1167,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1168,STATE_1168,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1169,STATE_1169,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1170,STATE_1170,207,STATE_207,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,207,split
1171,STATE_1171,732,STATE_732,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,732,split
1172,STATE_1172,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1173,STATE_1173,786,Mauritanian Desert,split,,approve_selected,,Phase5: low-conf auto approve (manual review recommended post-import),786,split
1174,STATE_1174,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1175,STATE_1175,358,STATE_358,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,358,split
1176,STATE_1176,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1177,STATE_1177,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1178,STATE_1178,98,STATE_98,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,98,split
1179,STATE_1179,48,STATE_48,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,48,split
1180,STATE_1180,91,Lwow,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,91,split
1181,STATE_1181,88,STATE_88,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,88,split
1182,STATE_1182,980,STATE_980,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,980,split
1183,STATE_1183,28,Alsace-Lorraine,split,,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve,28,split
1184,STATE_1184,18,STATE_18,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,18,split
1185,STATE_1185,20,Rhone,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,20,split
1186,STATE_1186,23,STATE_23,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,23,split
1187,STATE_1187,884,Upper Nile,merge,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,884,merge
1188,STATE_1188,1057,STATE_1057,same_name,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,1057,same_name
1189,STATE_1189,105,STATE_105,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,105,split
1190,STATE_1190,108,STATE_108,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,108,split
1191,STATE_1191,1013,STATE_1013,same_name,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,1013,same_name
1192,STATE_1192,94,STATE_94,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,94,split
1193,STATE_1193,157,STATE_157,merge,,approve_selected,,Phase4b: conf=0.6 owner/core conflict auto approve,157,merge
1194,STATE_1194,1063,STATE_1063,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,1063,split
1195,STATE_1195,377,STATE_377,split,,approve_selected,,Phase4c: conf=0.5 resource/building dist auto approve,377,split
1196,STATE_1196,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1197,STATE_1197,548,STATE_548,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,548,split
1198,STATE_1198,1064,STATE_1064,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,1064,split
1199,STATE_1199,376,STATE_376,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,376,split
1200,STATE_1200,376,STATE_376,split,,approve_selected,,Phase4c: conf=0.6 resource/building dist auto approve,376,split
1201,STATE_1201,76,STATE_76,split,,approve_selected,,Phase4a: conf=0.857 owner/core conflict auto approve,76,split
1202,STATE_1202,593,STATE_593,merge,,approve_selected,,Phase4b: conf=0.75 owner/core conflict auto approve,593,merge
1203,STATE_1203,161,STATE_161,merge,,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve,161,merge
1204,STATE_1204,106,STATE_106,split,,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve,106,split
1205,STATE_1205,95,STATE_95,split,,approve_selected,,Phase4b: conf=0.667 owner/core conflict auto approve,95,split
1206,STATE_1206,681,Cape,split,,approve_selected,,Phase4c: conf=0.333 resource/building dist auto approve,681,split
1207,STATE_1207,681,Cape,split,,approve_selected,,Phase4c: conf=0.4 resource/building dist auto approve,681,split
1208,STATE_1208,275,Transvaal,merge,,approve_selected,,Phase4c: conf=0.25 resource/building dist auto approve,275,merge
1209,STATE_1209,681,Cape,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,681,split
1210,STATE_1210,681,Cape,split,,approve_selected,,Phase4c: conf=0.5 resource/building dist auto approve,681,split
1211,STATE_1211,681,Cape,merge,,approve_selected,,Phase4c: conf=0.333 resource/building dist auto approve,681,merge
1212,STATE_1212,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1213,STATE_1213,719,Natal,merge,,approve_selected,,Phase4c: conf=0.75 resource/building dist auto approve,719,merge
1214,STATE_1214,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1215,STATE_1215,275,Transvaal,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,275,split
1216,STATE_1216,275,Transvaal,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,275,split
1217,STATE_1217,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1218,STATE_1218,719,Natal,split,,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve,719,split
1219,STATE_1219,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1220,STATE_1220,1068,STATE_1068,same_name,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,1068,same_name
1221,STATE_1221,275,Transvaal,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,275,split
1222,STATE_1222,229,STATE_229,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,229,split
1223,STATE_1223,230,STATE_230,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,230,split
1224,STATE_1224,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1225,STATE_1225,231,STATE_231,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,231,split
1226,STATE_1226,231,STATE_231,merge,,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve,231,merge
1227,STATE_1227,231,STATE_231,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,231,split
1228,STATE_1228,934,STATE_934,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,934,split
1229,STATE_1229,934,STATE_934,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,934,split
1230,STATE_1230,106,STATE_106,merge,,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve,106,merge
1231,STATE_1231,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1232,STATE_1232,454,Palestine,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,454,split
1233,STATE_1233,454,Palestine,split,,approve_selected,,Phase4a: conf=0.8 owner/core conflict auto approve,454,split
1234,STATE_1234,1075,STATE_1075,same_name,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,1075,same_name
1235,STATE_1235,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1236,STATE_1236,454,Palestine,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,454,split
1237,STATE_1237,446,Suez,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,446,split
1238,STATE_1238,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1239,STATE_1239,553,STATE_553,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,553,split
1240,STATE_1240,554,STATE_554,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,554,split
1241,STATE_1241,554,STATE_554,split,,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve,554,split
1242,STATE_1242,677,STATE_677,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,677,split
1243,STATE_1243,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1244,STATE_1244,676,STATE_676,merge,,approve_selected,,Phase5: low-conf auto approve (manual review recommended post-import),676,merge
1245,STATE_1245,676,STATE_676,split,,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve,676,split
1246,STATE_1246,676,STATE_676,split,,approve_selected,,Phase4b: conf=0.667 owner/core conflict auto approve,676,split
1247,STATE_1247,291,STATE_291,merge,,approve_selected,,Phase4b: conf=0.667 owner/core conflict auto approve,291,merge
1248,STATE_1248,421,STATE_421,split,,approve_selected,,Phase4b: conf=0.667 owner/core conflict auto approve,421,split
1249,STATE_1249,413,STATE_413,split,,approve_selected,,Phase4c: conf=0.5 resource/building dist auto approve,413,split
1250,STATE_1250,588,Semipalatinsk,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,588,split
1251,STATE_1251,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1252,STATE_1252,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1253,STATE_1253,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1254,STATE_1254,1024,STATE_1024,same_name,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,1024,same_name
1255,STATE_1255,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1256,STATE_1256,677,STATE_677,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,677,split
1257,STATE_1257,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1258,STATE_1258,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1259,STATE_1259,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1260,STATE_1260,957,STATE_957,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,957,split
1261,STATE_1261,487,STATE_487,merge,,approve_selected,,Phase4c: conf=0.667 resource/building dist auto approve,487,merge
1262,STATE_1262,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1263,STATE_1263,229,STATE_229,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,229,split
1264,STATE_1264,676,STATE_676,split,,approve_selected,,Phase4a: conf=0.8 owner/core conflict auto approve,676,split
1265,STATE_1265,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1266,STATE_1266,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1267,STATE_1267,137,STATE_137,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,137,split
1268,STATE_1268,30,STATE_30,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,30,split
