tsr_state_id,tsr_state_name,bsr_state_id,bsr_state_name,mapping_type,confidence,notes,resources
166,STATE_166,1720,STATE_1720,merge,0.800,split+merge; province_overlap=4; tsr_overlap_rank=2/2; bsr_source_count=2,	resources={ 		steel=15.000 		coal = 3 #initial distribution 	}
170,STATE_170,170,STATE_170,split,0.917,split; province_overlap=11; tsr_overlap_rank=1/3; bsr_source_count=1,	resources={ 		tungsten=4.000 	}
170,STATE_170,1715,STATE_1715,split,1.000,split; province_overlap=5; tsr_overlap_rank=2/3; bsr_source_count=1,	resources={ 		tungsten=4.000 	}
170,STATE_170,1503,STATE_1503,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1,	resources={ 		tungsten=4.000 	}
180,STATE_180,1500,STATE_1500,split,1.000,split; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=1, 	resources = { 		coal = 2 #initial distribution 	}
180,STATE_180,180,STATE_180,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1, 	resources = { 		coal = 2 #initial distribution 	}
183,STATE_183,952,STATE_952,split,1.000,split; province_overlap=1; tsr_overlap_rank=1/2; bsr_source_count=1,	resources={ 		chromium=3 # was: 4 	}
183,STATE_183,183,STATE_183,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,	resources={ 		chromium=3 # was: 4 	}
184,STATE_184,1156,STATE_1156,split,1.000,split; province_overlap=1; tsr_overlap_rank=1/4; bsr_source_count=1, 	resources={ 		chromium=11.000 	}
184,STATE_184,1063,STATE_1063,merge,0.333,split+merge; province_overlap=1; tsr_overlap_rank=2/4; bsr_source_count=2, 	resources={ 		chromium=11.000 	}
184,STATE_184,184,STATE_184,merge,0.333,split+merge; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=2, 	resources={ 		chromium=11.000 	}
184,STATE_184,1595,STATE_1595,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1, 	resources={ 		chromium=11.000 	}
185,STATE_185,185,STATE_185,merge,0.800,split+merge; province_overlap=4; tsr_overlap_rank=1/7; bsr_source_count=2,	 	resources={ 		chromium=14 # was: 20 		steel = 14 # was: 20 	}
185,STATE_185,976,STATE_976,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/7; bsr_source_count=1,	 	resources={ 		chromium=14 # was: 20 		steel = 14 # was: 20 	}
185,STATE_185,1303,STATE_1303,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/7; bsr_source_count=1,	 	resources={ 		chromium=14 # was: 20 		steel = 14 # was: 20 	}
185,STATE_185,731,STATE_731,merge,0.333,split+merge; province_overlap=1; tsr_overlap_rank=4/7; bsr_source_count=2,	 	resources={ 		chromium=14 # was: 20 		steel = 14 # was: 20 	}
185,STATE_185,1427,STATE_1427,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/7; bsr_source_count=1,	 	resources={ 		chromium=14 # was: 20 		steel = 14 # was: 20 	}
185,STATE_185,1601,STATE_1601,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=6/7; bsr_source_count=2,	 	resources={ 		chromium=14 # was: 20 		steel = 14 # was: 20 	}
185,STATE_185,977,STATE_977,split,1.000,split; province_overlap=1; tsr_overlap_rank=7/7; bsr_source_count=1,	 	resources={ 		chromium=14 # was: 20 		steel = 14 # was: 20 	}
187,STATE_187,187,STATE_187,split,1.000,split; province_overlap=1; tsr_overlap_rank=1/3; bsr_source_count=1,	 	resources={ 		chromium=7 # was: 10 	}
187,STATE_187,184,STATE_184,merge,0.333,split+merge; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=2,	 	resources={ 		chromium=7 # was: 10 	}
187,STATE_187,975,STATE_975,split,0.500,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1,	 	resources={ 		chromium=7 # was: 10 	}
189,STATE_189,189,STATE_189,merge,0.667,split+merge; province_overlap=4; tsr_overlap_rank=1/3; bsr_source_count=2,	resources={ 		steel=2.000 	}
189,STATE_189,1438,STATE_1438,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1,	resources={ 		steel=2.000 	}
189,STATE_189,2019,STATE_2019,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1,	resources={ 		steel=2.000 	}
196,STATE_196,196,STATE_196,split,1.000,split; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=1,	 	resources = { 		chromium = 15 # was: 22 	}
196,STATE_196,197,STATE_197,merge,0.125,split+merge; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=2,	 	resources = { 		chromium = 15 # was: 22 	}
202,STATE_202,926,STATE_926,split,1.000,split; province_overlap=3; tsr_overlap_rank=1/5; bsr_source_count=1,	resources={ 		oil=8 # was: 14 		aluminium=7 # was: 12 	}
202,STATE_202,1490,STATE_1490,merge,0.500,split+merge; province_overlap=2; tsr_overlap_rank=2/5; bsr_source_count=2,	resources={ 		oil=8 # was: 14 		aluminium=7 # was: 12 	}
202,STATE_202,202,STATE_202,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/5; bsr_source_count=1,	resources={ 		oil=8 # was: 14 		aluminium=7 # was: 12 	}
202,STATE_202,1491,STATE_1491,split,1.000,split; province_overlap=2; tsr_overlap_rank=4/5; bsr_source_count=1,	resources={ 		oil=8 # was: 14 		aluminium=7 # was: 12 	}
202,STATE_202,1126,STATE_1126,merge,0.167,split+merge; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=2,	resources={ 		oil=8 # was: 14 		aluminium=7 # was: 12 	}
212,STATE_212,212,STATE_212,split,1.000,split; province_overlap=6; tsr_overlap_rank=1/4; bsr_source_count=1, 	resources={ 		chromium = 1 		coal = 2 # initial distribution / 3 total 	}
212,STATE_212,1143,STATE_1143,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1, 	resources={ 		chromium = 1 		coal = 2 # initial distribution / 3 total 	}
212,STATE_212,1142,STATE_1142,split,0.667,split; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=1, 	resources={ 		chromium = 1 		coal = 2 # initial distribution / 3 total 	}
212,STATE_212,1486,STATE_1486,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1, 	resources={ 		chromium = 1 		coal = 2 # initial distribution / 3 total 	}
215,STATE_215,928,STATE_928,split,0.875,split; province_overlap=14; tsr_overlap_rank=1/5; bsr_source_count=1,	resources={ 		steel=30 # was: 52.000 	}
215,STATE_215,929,STATE_929,split,0.923,split; province_overlap=12; tsr_overlap_rank=2/5; bsr_source_count=1,	resources={ 		steel=30 # was: 52.000 	}
215,STATE_215,215,STATE_215,split,0.636,split; province_overlap=7; tsr_overlap_rank=3/5; bsr_source_count=1,	resources={ 		steel=30 # was: 52.000 	}
215,STATE_215,1380,STATE_1380,split,1.000,split; province_overlap=2; tsr_overlap_rank=4/5; bsr_source_count=1,	resources={ 		steel=30 # was: 52.000 	}
215,STATE_215,216,STATE_216,merge,0.050,split+merge; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=2,	resources={ 		steel=30 # was: 52.000 	}
221,STATE_221,221,STATE_221,merge,1.000,merge; province_overlap=11; bsr_source_count=2,	 	resources={ 		steel=33 # was: 56 	}
226,Dnipropertovsk,226,STATE_226,split,1.000,split; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=1,	 	resources={ 		oil=4 # was: 6 	}
226,Dnipropertovsk,1127,STATE_1127,split,1.000,split; province_overlap=5; tsr_overlap_rank=2/2; bsr_source_count=1,	 	resources={ 		oil=4 # was: 6 	}
227,STATE_227,227,STATE_227,split,1.000,split; province_overlap=8; tsr_overlap_rank=1/2; bsr_source_count=1, 	resources = { 		coal = 82 # initial distribution 	}
227,STATE_227,1444,STATE_1444,merge,0.400,split+merge; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=2, 	resources = { 		coal = 82 # initial distribution 	}
229,STATE_229,229,STATE_229,split,1.000,split; province_overlap=7; tsr_overlap_rank=1/6; bsr_source_count=1,	resources={ 		oil=70 # was: 126.000 	}
229,STATE_229,1222,STATE_1222,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/6; bsr_source_count=1,	resources={ 		oil=70 # was: 126.000 	}
229,STATE_229,1366,STATE_1366,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/6; bsr_source_count=1,	resources={ 		oil=70 # was: 126.000 	}
229,STATE_229,1263,STATE_1263,split,1.000,split; province_overlap=2; tsr_overlap_rank=4/6; bsr_source_count=1,	resources={ 		oil=70 # was: 126.000 	}
229,STATE_229,1005,STATE_1005,split,1.000,split; province_overlap=2; tsr_overlap_rank=5/6; bsr_source_count=1,	resources={ 		oil=70 # was: 126.000 	}
229,STATE_229,1487,STATE_1487,split,1.000,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1,	resources={ 		oil=70 # was: 126.000 	}
232,Dagestan,931,STATE_931,split,0.900,split; province_overlap=9; tsr_overlap_rank=1/5; bsr_source_count=1,"	 	resources = { 		oil = 10 # was: 26 and then 19, but was split into 2 different states 	}"
232,Dagestan,2009,STATE_2009,split,0.667,split; province_overlap=2; tsr_overlap_rank=2/5; bsr_source_count=1,"	 	resources = { 		oil = 10 # was: 26 and then 19, but was split into 2 different states 	}"
232,Dagestan,932,STATE_932,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/5; bsr_source_count=1,"	 	resources = { 		oil = 10 # was: 26 and then 19, but was split into 2 different states 	}"
232,Dagestan,232,STATE_232,split,0.400,split; province_overlap=2; tsr_overlap_rank=4/5; bsr_source_count=1,"	 	resources = { 		oil = 10 # was: 26 and then 19, but was split into 2 different states 	}"
232,Dagestan,2010,STATE_2010,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=1,"	 	resources = { 		oil = 10 # was: 26 and then 19, but was split into 2 different states 	}"
261,STATE_261,261,STATE_261,split,1.000,split; province_overlap=21; tsr_overlap_rank=1/2; bsr_source_count=1,	resources={ 		steel=28 # was: 48.000 		aluminium=9 # was: 16.000 		coal = 13 # initial distribution = with infra 46.8 / 1280 total 	}
261,STATE_261,1681,STATE_1681,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1,	resources={ 		steel=28 # was: 48.000 		aluminium=9 # was: 16.000 		coal = 13 # initial distribution = with infra 46.8 / 1280 total 	}
266,Tehran,1475,STATE_1475,split,1.000,split; province_overlap=4; tsr_overlap_rank=1/2; bsr_source_count=1,	resources = { 		aluminium = 2 		tungsten = 2 	}
266,Tehran,266,Tehran,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,	resources = { 		aluminium = 2 		tungsten = 2 	}
267,Kabul,267,STATE_267,merge,0.600,split+merge; province_overlap=3; tsr_overlap_rank=1/3; bsr_source_count=2,	 	resources={ 		tungsten=3 # was: 3 		chromium=2 		steel=2  	}
267,Kabul,1818,STATE_1818,merge,0.200,split+merge; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=3,	 	resources={ 		tungsten=3 # was: 3 		chromium=2 		steel=2  	}
267,Kabul,1130,STATE_1130,merge,0.200,split+merge; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=3,	 	resources={ 		tungsten=3 # was: 3 		chromium=2 		steel=2  	}
271,STATE_271,271,STATE_271,merge,0.750,merge; province_overlap=3; bsr_source_count=9,	resources = { 		# rubber=2 # was: 2 	}
272,STATE_272,272,STATE_272,split,1.000,split; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=1,	resources={ 		steel=3 # was: 4 	}
272,STATE_272,2037,STATE_2037,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,	resources={ 		steel=3 # was: 4 	}
274,STATE_274,274,STATE_274,split,1.000,split; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=1, 	resources = { 		steel = 8  		tungsten = 8  		chromium = 4 	}
274,STATE_274,1049,STATE_1049,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1, 	resources = { 		steel = 8  		tungsten = 8  		chromium = 4 	}
275,Transvaal,275,STATE_275,split,1.000,split; province_overlap=4; tsr_overlap_rank=1/6; bsr_source_count=1,	 	resources={ 		steel=11 #was: 5   was: 8 		chromium=53 # was: 80 		coal = 14 # initial distribution 	}
275,Transvaal,1221,STATE_1221,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/6; bsr_source_count=1,	 	resources={ 		steel=11 #was: 5   was: 8 		chromium=53 # was: 80 		coal = 14 # initial distribution 	}
275,Transvaal,1216,STATE_1216,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/6; bsr_source_count=1,	 	resources={ 		steel=11 #was: 5   was: 8 		chromium=53 # was: 80 		coal = 14 # initial distribution 	}
275,Transvaal,1208,STATE_1208,merge,0.250,split+merge; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=2,	 	resources={ 		steel=11 #was: 5   was: 8 		chromium=53 # was: 80 		coal = 14 # initial distribution 	}
275,Transvaal,1215,STATE_1215,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=1,	 	resources={ 		steel=11 #was: 5   was: 8 		chromium=53 # was: 80 		coal = 14 # initial distribution 	}
275,Transvaal,1220,STATE_1220,split,0.333,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1,	 	resources={ 		steel=11 #was: 5   was: 8 		chromium=53 # was: 80 		coal = 14 # initial distribution 	}
277,STATE_277,277,STATE_277,split,1.000,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1, 	resources={ 		steel=6 #was 2 before Mexican steel production was centralized to allow oil concessions 	}
277,STATE_277,1845,STATE_1845,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1, 	resources={ 		steel=6 #was 2 before Mexican steel production was centralized to allow oil concessions 	}
279,Santiago,279,Santiago,split,0.833,split; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=1,"	 	resources = { 		steel = 14 # was: 24, then 16 		tungsten = 8 # In replacement of nitrate 		chromium = 4 # in replacement of nitrate 	}"
279,Santiago,1576,STATE_1576,merge,0.333,split+merge; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=2,"	 	resources = { 		steel = 14 # was: 24, then 16 		tungsten = 8 # In replacement of nitrate 		chromium = 4 # in replacement of nitrate 	}"
282,Kanto,964,STATE_964,split,1.000,split; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=1,	 	resources = { 		aluminium = 1 # was: 2 	}
282,Kanto,282,STATE_282,split,1.000,split; province_overlap=5; tsr_overlap_rank=2/2; bsr_source_count=1,	 	resources = { 		aluminium = 1 # was: 2 	}
284,North Island,284,North Island,merge,1.000,merge; province_overlap=8; bsr_source_count=2,	 	resources = { 		coal = 2 #initial distribution 	}
285,STATE_285,285,STATE_285,split,1.000,split; province_overlap=37; tsr_overlap_rank=1/3; bsr_source_count=1, 	resources = { 		coal = 16 #initial distribution 	}
285,STATE_285,922,STATE_922,split,1.000,split; province_overlap=4; tsr_overlap_rank=2/3; bsr_source_count=1, 	resources = { 		coal = 16 #initial distribution 	}
285,STATE_285,1786,STATE_1786,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1, 	resources = { 		coal = 16 #initial distribution 	}
288,STATE_288,288,STATE_288,merge,1.000,merge; province_overlap=11; bsr_source_count=6, 	resources = { 		tungsten = 92 		oil = 56 	}
289,STATE_289,289,STATE_289,merge,1.000,merge; province_overlap=10; bsr_source_count=3,	resources={ 		rubber=8.000 		tungsten=2.000 	}
291,STATE_291,291,STATE_291,merge,0.400,split+merge; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=2,	 	resources = { 		oil = 15 # was: 22 	}
291,STATE_291,1247,STATE_1247,merge,0.667,split+merge; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=2,	 	resources = { 		oil = 15 # was: 22 	}
291,STATE_291,946,STATE_946,merge,0.200,split+merge; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=2,	 	resources = { 		oil = 15 # was: 22 	}
293,STATE_293,293,STATE_293,split,1.000,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1,	 	resources={ 		oil=1 # was: 1 	}
293,STATE_293,949,STATE_949,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1,	 	resources={ 		oil=1 # was: 1 	}
294,STATE_294,294,STATE_294,merge,1.000,merge; province_overlap=5; bsr_source_count=2,	 	resources = { 		oil = 1 # was: 2 	}
300,STATE_300,300,STATE_300,merge,1.000,merge; province_overlap=4; bsr_source_count=3,	 	resources = { 		steel = 2 	}
302,STATE_302,302,STATE_302,split,1.000,split; province_overlap=10; tsr_overlap_rank=1/3; bsr_source_count=1, 	resources = { 		tungsten = 60 # was: 102.000 		steel = 2 # was: 2.000 	}
302,STATE_302,1480,STATE_1480,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1, 	resources = { 		tungsten = 60 # was: 102.000 		steel = 2 # was: 2.000 	}
302,STATE_302,1261,STATE_1261,merge,0.333,split+merge; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=2, 	resources = { 		tungsten = 60 # was: 102.000 		steel = 2 # was: 2.000 	}
303,Lima,303,Lima,split,1.000,split; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=1,	resources = { 		oil = 14 # was: 18 		coal = 4 # initial distribution = with infra 1.4 / 1 total	#increased to reduce reliance on USA 	}
303,Lima,1885,STATE_1885,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,	resources = { 		oil = 14 # was: 18 		coal = 4 # initial distribution = with infra 1.4 / 1 total	#increased to reduce reliance on USA 	}
304,STATE_304,917,STATE_917,split,1.000,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1,	resources={ 		oil=1 # was: 1 	}
304,STATE_304,304,STATE_304,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1,	resources={ 		oil=1 # was: 1 	}
305,STATE_305,305,STATE_305,split,1.000,split; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=1, 	resources = { 		oil = 2 # was: 2 	}
305,STATE_305,864,STATE_864,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1, 	resources = { 		oil = 2 # was: 2 	}
307,Miranda,307,Miranda,split,1.000,split; province_overlap=9; tsr_overlap_rank=1/2; bsr_source_count=1,	resources={ 		oil=41 # was: 58 	}
307,Miranda,1835,STATE_1835,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1,	resources={ 		oil=41 # was: 58 	}
312,STATE_312,312,STATE_312,split,1.000,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1,	resources={ 		chromium=1 # was: 1 	}
312,STATE_312,1887,STATE_1887,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,	resources={ 		chromium=1 # was: 1 	}
313,STATE_313,1851,STATE_1851,split,1.000,split; province_overlap=1; tsr_overlap_rank=1/4; bsr_source_count=1,	resources={ 		chromium=4 # was: 6 	}
313,STATE_313,1886,STATE_1886,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/4; bsr_source_count=1,	resources={ 		chromium=4 # was: 6 	}
313,STATE_313,313,STATE_313,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=1,	resources={ 		chromium=4 # was: 6 	}
313,STATE_313,1867,STATE_1867,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1,	resources={ 		chromium=4 # was: 6 	}
314,STATE_314,1888,STATE_1888,split,1.000,split; province_overlap=1; tsr_overlap_rank=1/2; bsr_source_count=1,	resources={ 		chromium=1 # was: 1 	}
314,STATE_314,314,STATE_314,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,	resources={ 		chromium=1 # was: 1 	}
317,STATE_317,1871,STATE_1871,split,1.000,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1,	resources={ 		chromium=1 # was: 1 	}
317,STATE_317,317,STATE_317,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,	resources={ 		chromium=1 # was: 1 	}
322,STATE_322,1740,STATE_1740,merge,0.800,split+merge; province_overlap=4; tsr_overlap_rank=1/2; bsr_source_count=2,	resources={ 		tungsten=2.000 	}
322,STATE_322,322,STATE_322,split,1.000,split; province_overlap=4; tsr_overlap_rank=2/2; bsr_source_count=1,	resources={ 		tungsten=2.000 	}
325,STATE_325,1884,STATE_1884,split,1.000,split; province_overlap=12; tsr_overlap_rank=1/4; bsr_source_count=1,	resources={ 		tungsten=2.000 	}
325,STATE_325,325,STATE_325,split,1.000,split; province_overlap=4; tsr_overlap_rank=2/4; bsr_source_count=1,	resources={ 		tungsten=2.000 	}
325,STATE_325,1794,STATE_1794,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=2,	resources={ 		tungsten=2.000 	}
325,STATE_325,1750,STATE_1750,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=2,	resources={ 		tungsten=2.000 	}
327,Manila,327,Luzon,merge,0.667,split+merge; province_overlap=6; tsr_overlap_rank=1/3; bsr_source_count=2, 	resources = { 		coal = 1 #initial distribution 	}
327,Manila,624,STATE_624,merge,0.250,split+merge; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=2, 	resources = { 		coal = 1 #initial distribution 	}
327,Manila,623,STATE_623,merge,0.200,split+merge; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=3, 	resources = { 		coal = 1 #initial distribution 	}
328,Kirin,1022,STATE_1022,split,1.000,split; province_overlap=13; tsr_overlap_rank=1/4; bsr_source_count=1, 	resources={ 		aluminium=7 # was: 10 	}
328,Kirin,1024,STATE_1024,merge,0.562,split+merge; province_overlap=9; tsr_overlap_rank=2/4; bsr_source_count=2, 	resources={ 		aluminium=7 # was: 10 	}
328,Kirin,328,STATE_328,split,1.000,split; province_overlap=9; tsr_overlap_rank=3/4; bsr_source_count=1, 	resources={ 		aluminium=7 # was: 10 	}
328,Kirin,1026,STATE_1026,merge,0.727,split+merge; province_overlap=8; tsr_overlap_rank=4/4; bsr_source_count=2, 	resources={ 		aluminium=7 # was: 10 	}
330,STATE_330,1017,STATE_1017,merge,0.571,split+merge; province_overlap=8; tsr_overlap_rank=1/2; bsr_source_count=3,	resources={ 		steel=2.000 		chromium=3.000 	}
330,STATE_330,330,STATE_330,merge,0.750,split+merge; province_overlap=6; tsr_overlap_rank=2/2; bsr_source_count=2,	resources={ 		steel=2.000 		chromium=3.000 	}
333,STATE_333,333,STATE_333,merge,1.000,merge; province_overlap=9; bsr_source_count=3," 	resources = { 		rubber = 20 # was: 72, then 40 		oil = 2 # was: 18, then 12 		coal = 1 # initial distribution 	}"
334,STATE_334,1928,STATE_1928,merge,0.600,split+merge; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=2, 	resources = { 		rubber = 75 # was: 138 		oil = 5 # was: 10 		coal = 2 #initial distribution 	}
334,STATE_334,1929,STATE_1929,merge,0.300,split+merge; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=3, 	resources = { 		rubber = 75 # was: 138 		oil = 5 # was: 10 		coal = 2 #initial distribution 	}
335,Java,335,STATE_335,merge,0.667,split+merge; province_overlap=6; tsr_overlap_rank=1/3; bsr_source_count=2,	 	resources={ 		rubber=140 # was: 242 		oil=10 # was: 16 	}
335,Java,1916,STATE_1916,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1,	 	resources={ 		rubber=140 # was: 242 		oil=10 # was: 16 	}
335,Java,1918,STATE_1918,merge,0.167,split+merge; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=2,	 	resources={ 		rubber=140 # was: 242 		oil=10 # was: 16 	}
336,STATE_336,336,STATE_336,merge,0.667,merge; province_overlap=2; bsr_source_count=6,"	 	resources = { 		rubber = 342 # was: 848 		steel = 10 # was: 32, then 20 		tungsten = 160 # was: 308, then 189 		aluminium = 10 # was: 25, then 15 	}"
338,STATE_338,338,STATE_338,split,1.000,split; province_overlap=4; tsr_overlap_rank=1/3; bsr_source_count=1,	resources={ 		steel=9 # was: 16 	}
338,STATE_338,1401,STATE_1401,merge,0.200,split+merge; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=3,	resources={ 		steel=9 # was: 16 	}
338,STATE_338,1709,STATE_1709,merge,0.333,split+merge; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=2,	resources={ 		steel=9 # was: 16 	}
339,STATE_339,339,STATE_339,merge,0.750,split+merge; province_overlap=6; tsr_overlap_rank=1/3; bsr_source_count=2,	resources={ 		chromium=50 # was: 86 	}
339,STATE_339,1661,STATE_1661,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=1,	resources={ 		chromium=50 # was: 86 	}
339,STATE_339,1675,STATE_1675,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1,	resources={ 		chromium=50 # was: 86 	}
340,STATE_340,339,STATE_339,merge,0.333,split+merge; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=2,	resources={ 		chromium=19 	}
340,STATE_340,340,STATE_340,merge,0.250,split+merge; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=2,	resources={ 		chromium=19 	}
340,STATE_340,1662,STATE_1662,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=2,	resources={ 		chromium=19 	}
342,Antalya,342,STATE_342,split,1.000,split; province_overlap=4; tsr_overlap_rank=1/4; bsr_source_count=1,	resources={ 		chromium=35 # was: 46 	}
342,Antalya,1707,STATE_1707,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1,	resources={ 		chromium=35 # was: 46 	}
342,Antalya,951,STATE_951,merge,0.250,split+merge; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=2,	resources={ 		chromium=35 # was: 46 	}
342,Antalya,343,STATE_343,merge,0.250,split+merge; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=3,	resources={ 		chromium=35 # was: 46 	}
343,Afyon,954,STATE_954,split,1.000,split; province_overlap=7; tsr_overlap_rank=1/4; bsr_source_count=1,	resources={ 		chromium=25 # was: 32 		coal = 1 #initial distribution 	}
343,Afyon,1663,STATE_1663,merge,0.400,split+merge; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=3,	resources={ 		chromium=25 # was: 32 		coal = 1 #initial distribution 	}
343,Afyon,343,STATE_343,merge,0.250,split+merge; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=3,	resources={ 		chromium=25 # was: 32 		coal = 1 #initial distribution 	}
343,Afyon,1662,STATE_1662,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=2,	resources={ 		chromium=25 # was: 32 		coal = 1 #initial distribution 	}
348,Kayseri,1704,STATE_1704,split,1.000,split; province_overlap=4; tsr_overlap_rank=1/4; bsr_source_count=1,	resources = { chromium = 32 }
348,Kayseri,344,STATE_344,merge,0.500,split+merge; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=2,	resources = { chromium = 32 }
348,Kayseri,348,STATE_348,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=2,	resources = { chromium = 32 }
348,Kayseri,957,STATE_957,merge,0.250,split+merge; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=2,	resources = { chromium = 32 }
