bsr_state_id,bsr_state_name,selected_tsr_state_id,selected_tsr_state_name,selected_mapping_type,selected_confidence,alternative_mapping_count,selection_notes
1046,STATE_1046,804,STATE_804,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1
1047,STATE_1047,104,STATE_104,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=4/8; bsr_source_count=1
1048,STATE_1048,104,STATE_104,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=1/8; bsr_source_count=1
1049,STATE_1049,274,STATE_274,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1050,STATE_1050,788,STATE_788,same_name,1.000,1,province_overlap=6
1051,STATE_1051,789,STATE_789,same_name,1.000,1,province_overlap=12
1052,STATE_1052,790,STATE_790,split,1.000,2,split; province_overlap=4; tsr_overlap_rank=1/4; bsr_source_count=1
1053,STATE_1053,791,STATE_791,same_name,1.000,1,province_overlap=13
1054,STATE_1054,792,STATE_792,same_name,1.000,1,province_overlap=4
1055,STATE_1055,793,STATE_793,split,1.000,1,split; province_overlap=10; tsr_overlap_rank=1/2; bsr_source_count=1
1056,STATE_1056,,,new_bsr_state,1.000,1,no TSR overlay candidate
1057,STATE_1057,895,STATE_895,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1
1058,STATE_1058,35,STATE_35,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/5; bsr_source_count=1
1059,STATE_1059,36,STATE_36,split,0.500,2,split; province_overlap=2; tsr_overlap_rank=2/5; bsr_source_count=1
1060,STATE_1060,35,STATE_35,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/5; bsr_source_count=1
1061,STATE_1061,7,STATE_7,merge,0.500,2,split+merge; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=2
1062,STATE_1062,51,STATE_51,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/5; bsr_source_count=1
1063,STATE_1063,184,STATE_184,merge,0.333,3,split+merge; province_overlap=1; tsr_overlap_rank=2/4; bsr_source_count=2
1064,STATE_1064,376,STATE_376,split,0.667,2,split; province_overlap=2; tsr_overlap_rank=4/7; bsr_source_count=1
1065,STATE_1065,382,STATE_382,split,0.667,1,split; province_overlap=2; tsr_overlap_rank=4/4; bsr_source_count=1
1066,STATE_1066,852,Dalmatia,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=1/2; bsr_source_count=1
1067,STATE_1067,,,new_bsr_state,1.000,2,no TSR overlay candidate
1068,STATE_1068,,,new_bsr_state,1.000,1,no TSR overlay candidate
1069,STATE_1069,,,new_bsr_state,1.000,1,no TSR overlay candidate
1070,STATE_1070,663,STATE_663,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1071,STATE_1071,273,Libyan Desert,split,0.800,2,split; province_overlap=4; tsr_overlap_rank=1/7; bsr_source_count=1
1072,STATE_1072,273,Libyan Desert,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=7/7; bsr_source_count=1
1073,STATE_1073,1091,STATE_1091,same_name,1.000,1,province_overlap=3
1074,STATE_1074,670,STATE_670,split,1.000,1,split; province_overlap=6; tsr_overlap_rank=2/3; bsr_source_count=1
1075,STATE_1075,670,STATE_670,merge,0.600,2,split+merge; province_overlap=3; tsr_overlap_rank=3/3; bsr_source_count=2
1076,STATE_1076,1090,STATE_1090,split,1.000,1,split; province_overlap=5; tsr_overlap_rank=1/3; bsr_source_count=1
1077,STATE_1077,1090,STATE_1090,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1078,STATE_1078,671,STATE_671,split,1.000,1,split; province_overlap=10; tsr_overlap_rank=1/3; bsr_source_count=1
1079,STATE_1079,1017,STATE_1017,split,1.000,1,split; province_overlap=7; tsr_overlap_rank=2/2; bsr_source_count=1
1080,STATE_1080,1017,STATE_1017,split,1.000,1,split; province_overlap=8; tsr_overlap_rank=1/2; bsr_source_count=1
1081,STATE_1081,1088,STATE_1088,split,1.000,2,split; province_overlap=6; tsr_overlap_rank=2/2; bsr_source_count=1
1082,STATE_1082,286,STATE_286,same_name,1.000,2,province_overlap=15
1083,STATE_1083,741,STATE_741,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=1
1084,STATE_1084,741,STATE_741,split,0.833,2,split; province_overlap=5; tsr_overlap_rank=2/4; bsr_source_count=1
1085,STATE_1085,1089,STATE_1089,merge,1.000,2,merge; province_overlap=6; bsr_source_count=2
1086,STATE_1086,419,STATE_419,split,0.750,1,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1
1087,STATE_1087,844,STATE_844,same_name,1.000,1,province_overlap=2
1088,STATE_1088,559,STATE_559,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=2/2; bsr_source_count=1
1089,STATE_1089,29,STATE_29,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=1
1090,STATE_1090,560,Nikolayevsk,split,1.000,1,split; province_overlap=5; tsr_overlap_rank=2/2; bsr_source_count=1
1091,STATE_1091,231,STATE_231,split,0.500,2,split; province_overlap=1; tsr_overlap_rank=7/7; bsr_source_count=1
1092,STATE_1092,231,STATE_231,split,0.667,3,split; province_overlap=4; tsr_overlap_rank=1/7; bsr_source_count=1
1093,STATE_1093,1071,STATE_1071,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1094,STATE_1094,1084,STATE_1084,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=1/2; bsr_source_count=1
1095,STATE_1095,869,STATE_869,same_name,1.000,1,province_overlap=9
1096,STATE_1096,868,STATE_868,split,1.000,1,split; province_overlap=6; tsr_overlap_rank=2/2; bsr_source_count=1
1097,STATE_1097,1100,STATE_1100,same_name,1.000,1,province_overlap=6
1098,STATE_1098,868,STATE_868,split,1.000,1,split; province_overlap=12; tsr_overlap_rank=1/2; bsr_source_count=1
1099,STATE_1099,724,STATE_724,split,1.000,1,split; province_overlap=5; tsr_overlap_rank=2/2; bsr_source_count=1
1100,STATE_1100,834,STATE_834,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1101,STATE_1101,1093,STATE_1093,same_name,1.000,1,province_overlap=3
1102,STATE_1102,1094,STATE_1094,same_name,1.000,1,province_overlap=1
1103,STATE_1103,48,STATE_48,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1
1104,STATE_1104,103,Dalmatia,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=1
1105,STATE_1105,64,STATE_64,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1
1106,STATE_1106,699,STATE_699,split,0.500,2,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1107,STATE_1107,153,STATE_153,merge,0.500,2,split+merge; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=2
1108,STATE_1108,,,new_bsr_state,1.000,2,no TSR overlay candidate
1109,STATE_1109,948,STATE_948,same_name,1.000,3,province_overlap=1
1110,STATE_1110,558,STATE_558,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=1/2; bsr_source_count=1
1111,STATE_1111,835,STATE_835,merge,0.500,5,split+merge; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=2
1112,STATE_1112,63,STATE_63,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=5/9; bsr_source_count=1
1113,STATE_1113,842,STATE_842,same_name,1.000,1,province_overlap=1
1114,STATE_1114,38,Gävleborg,merge,0.812,2,split+merge; province_overlap=13; tsr_overlap_rank=1/3; bsr_source_count=2
1115,STATE_1115,915,Bohuslän,province_overlap,1.000,1,province_overlap=2
1116,STATE_1116,1056,STATE_1056,split,0.667,2,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
1117,STATE_1117,,,new_bsr_state,1.000,1,no TSR overlay candidate
1118,STATE_1118,,,new_bsr_state,1.000,1,no TSR overlay candidate
1119,STATE_1119,87,STATE_87,merge,0.800,2,split+merge; province_overlap=4; tsr_overlap_rank=1/4; bsr_source_count=2
1120,STATE_1120,,,new_bsr_state,1.000,2,no TSR overlay candidate
1121,STATE_1121,,,new_bsr_state,1.000,2,no TSR overlay candidate
1122,STATE_1122,406,Gurev,split,1.000,1,split; province_overlap=10; tsr_overlap_rank=1/2; bsr_source_count=1
1123,STATE_1123,407,STATE_407,split,1.000,1,split; province_overlap=14; tsr_overlap_rank=2/2; bsr_source_count=1
1124,STATE_1124,443,Sind,merge,0.750,2,split+merge; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=2
1125,STATE_1125,193,Chernihiv,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=1
1126,STATE_1126,193,Chernihiv,merge,0.833,2,split+merge; province_overlap=5; tsr_overlap_rank=2/5; bsr_source_count=2
1127,STATE_1127,226,Dnipropertovsk,split,1.000,1,split; province_overlap=5; tsr_overlap_rank=2/2; bsr_source_count=1
1128,STATE_1128,897,STATE_897,split,0.714,2,split; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=1
1129,STATE_1129,1005,STATE_1005,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1130,STATE_1130,1007,STATE_1007,merge,0.600,3,split+merge; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=3
1131,STATE_1131,1008,STATE_1008,merge,0.400,3,split+merge; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=2
1132,STATE_1132,,,new_bsr_state,1.000,2,no TSR overlay candidate
1133,STATE_1133,794,STATE_794,split,1.000,1,split; province_overlap=6; tsr_overlap_rank=2/3; bsr_source_count=1
1134,STATE_1134,795,STATE_795,split,1.000,1,split; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=1
1135,STATE_1135,889,STATE_889,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1136,STATE_1136,889,STATE_889,merge,0.750,2,split+merge; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=2
1137,STATE_1137,538,STATE_538,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=2/2; bsr_source_count=1
1138,STATE_1138,831,Khiva,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=1
1139,STATE_1139,731,STATE_731,split,0.500,2,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1
1140,STATE_1140,341,STATE_341,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
1141,STATE_1141,,,new_bsr_state,1.000,1,no TSR overlay candidate
1142,STATE_1142,212,STATE_212,split,0.667,2,split; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=1
1143,STATE_1143,212,STATE_212,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1
1144,STATE_1144,273,Libyan Desert,split,0.800,2,split; province_overlap=4; tsr_overlap_rank=2/7; bsr_source_count=1
1145,STATE_1145,273,Libyan Desert,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=6/7; bsr_source_count=1
1146,STATE_1146,273,Libyan Desert,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=4/7; bsr_source_count=1
1147,STATE_1147,962,STATE_962,same_name,1.000,2,province_overlap=1
1148,STATE_1148,589,STATE_589,merge,0.917,2,split+merge; province_overlap=11; tsr_overlap_rank=1/2; bsr_source_count=2
1149,STATE_1149,976,STATE_976,merge,0.857,2,split+merge; province_overlap=6; tsr_overlap_rank=1/3; bsr_source_count=2
1150,STATE_1150,381,STATE_381,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=1
1151,STATE_1151,150,KUOPIO,merge,0.812,3,split+merge; province_overlap=13; tsr_overlap_rank=1/5; bsr_source_count=3
1152,STATE_1152,,,new_bsr_state,1.000,0,no TSR overlay candidate
1153,STATE_1153,,,new_bsr_state,1.000,1,no TSR overlay candidate
1154,STATE_1154,,,new_bsr_state,1.000,3,no TSR overlay candidate
1155,STATE_1155,856,STATE_856,split,0.333,2,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1156,STATE_1156,184,STATE_184,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=1/4; bsr_source_count=1
1157,STATE_1157,182,STATE_182,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1158,STATE_1158,292,STATE_292,merge,0.750,3,split+merge; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=3
1159,STATE_1159,731,STATE_731,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=1/6; bsr_source_count=1
1160,STATE_1160,731,STATE_731,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=1
1161,STATE_1161,,,new_bsr_state,1.000,2,no TSR overlay candidate
1162,STATE_1162,,,new_bsr_state,1.000,1,no TSR overlay candidate
1163,Karma,241,Gomel,split,0.833,2,split; province_overlap=10; tsr_overlap_rank=1/3; bsr_source_count=1
1164,STATE_1164,,,new_bsr_state,1.000,1,no TSR overlay candidate
1165,STATE_1165,,,new_bsr_state,1.000,1,no TSR overlay candidate
1166,STATE_1166,,,new_bsr_state,1.000,1,no TSR overlay candidate
1167,STATE_1167,,,new_bsr_state,1.000,1,no TSR overlay candidate
1168,STATE_1168,,,new_bsr_state,1.000,1,no TSR overlay candidate
1169,STATE_1169,,,new_bsr_state,1.000,2,no TSR overlay candidate
1170,STATE_1170,207,STATE_207,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/6; bsr_source_count=1
1171,STATE_1171,732,STATE_732,split,1.000,1,split; province_overlap=5; tsr_overlap_rank=2/2; bsr_source_count=1
1172,STATE_1172,,,new_bsr_state,1.000,1,no TSR overlay candidate
1173,STATE_1173,786,Mauritanian Desert,split,0.400,3,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1
1174,STATE_1174,,,new_bsr_state,1.000,1,no TSR overlay candidate
1175,STATE_1175,358,STATE_358,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=1
1176,STATE_1176,,,new_bsr_state,1.000,1,no TSR overlay candidate
1177,STATE_1177,,,new_bsr_state,1.000,1,no TSR overlay candidate
1178,STATE_1178,98,STATE_98,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=1/5; bsr_source_count=1
1179,STATE_1179,48,STATE_48,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1180,STATE_1180,91,Lwow,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=1/5; bsr_source_count=1
1181,STATE_1181,88,STATE_88,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=5/9; bsr_source_count=1
1182,STATE_1182,980,STATE_980,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=1
1183,STATE_1183,28,Alsace-Lorraine,split,0.500,1,split; province_overlap=1; tsr_overlap_rank=3/7; bsr_source_count=1
1184,STATE_1184,18,STATE_18,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/5; bsr_source_count=1
1185,STATE_1185,20,Rhone,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/7; bsr_source_count=1
1186,STATE_1186,23,STATE_23,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1
1187,STATE_1187,884,Upper Nile,merge,1.000,5,merge; province_overlap=4; bsr_source_count=5
1188,STATE_1188,1057,STATE_1057,same_name,1.000,1,province_overlap=1
1189,STATE_1189,105,STATE_105,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=1
1190,STATE_1190,108,STATE_108,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=1
1191,STATE_1191,1013,STATE_1013,same_name,1.000,2,province_overlap=1
1192,STATE_1192,94,STATE_94,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=5/9; bsr_source_count=1
1193,STATE_1193,157,STATE_157,merge,0.600,3,split+merge; province_overlap=3; tsr_overlap_rank=2/5; bsr_source_count=2
1194,STATE_1194,1063,STATE_1063,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1195,STATE_1195,377,STATE_377,split,0.500,3,split; province_overlap=2; tsr_overlap_rank=4/4; bsr_source_count=1
1196,STATE_1196,,,new_bsr_state,1.000,1,no TSR overlay candidate
1197,STATE_1197,548,STATE_548,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1198,STATE_1198,1064,STATE_1064,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
1199,STATE_1199,376,STATE_376,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=5/7; bsr_source_count=1
1200,STATE_1200,376,STATE_376,split,0.600,3,split; province_overlap=3; tsr_overlap_rank=2/7; bsr_source_count=1
1201,STATE_1201,76,STATE_76,split,0.857,2,split; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=1
1202,STATE_1202,593,STATE_593,merge,0.750,2,split+merge; province_overlap=6; tsr_overlap_rank=2/2; bsr_source_count=2
1203,STATE_1203,161,STATE_161,merge,0.500,3,split+merge; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=3
1204,STATE_1204,106,STATE_106,split,0.500,2,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1
1205,STATE_1205,95,STATE_95,split,0.667,1,split; province_overlap=2; tsr_overlap_rank=2/6; bsr_source_count=1
1206,STATE_1206,681,Cape,split,0.333,3,split; province_overlap=1; tsr_overlap_rank=7/8; bsr_source_count=1
1207,STATE_1207,681,Cape,split,0.400,4,split; province_overlap=2; tsr_overlap_rank=2/8; bsr_source_count=1
1208,STATE_1208,275,Transvaal,merge,0.250,4,split+merge; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=2
1209,STATE_1209,681,Cape,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=6/8; bsr_source_count=1
1210,STATE_1210,681,Cape,split,0.500,3,split; province_overlap=2; tsr_overlap_rank=1/8; bsr_source_count=1
1211,STATE_1211,681,Cape,merge,0.333,3,split+merge; province_overlap=1; tsr_overlap_rank=4/8; bsr_source_count=2
1212,STATE_1212,,,new_bsr_state,1.000,0,no TSR overlay candidate
1213,STATE_1213,719,Natal,merge,0.750,2,split+merge; province_overlap=3; tsr_overlap_rank=1/4; bsr_source_count=2
1214,STATE_1214,,,new_bsr_state,1.000,2,no TSR overlay candidate
1215,STATE_1215,275,Transvaal,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=1
1216,STATE_1216,275,Transvaal,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=3/6; bsr_source_count=1
1217,STATE_1217,,,new_bsr_state,1.000,2,no TSR overlay candidate
1218,STATE_1218,719,Natal,split,0.500,2,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1219,STATE_1219,,,new_bsr_state,1.000,3,no TSR overlay candidate
1220,STATE_1220,1068,STATE_1068,same_name,1.000,4,province_overlap=1
1221,STATE_1221,275,Transvaal,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/6; bsr_source_count=1
1222,STATE_1222,229,STATE_229,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=2/6; bsr_source_count=1
1223,STATE_1223,230,STATE_230,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=1
1224,STATE_1224,,,new_bsr_state,1.000,2,no TSR overlay candidate
1225,STATE_1225,231,STATE_231,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=2/7; bsr_source_count=1
1226,STATE_1226,231,STATE_231,merge,0.500,3,split+merge; province_overlap=2; tsr_overlap_rank=4/7; bsr_source_count=2
1227,STATE_1227,231,STATE_231,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=5/7; bsr_source_count=1
1228,STATE_1228,934,STATE_934,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
1229,STATE_1229,934,STATE_934,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1230,STATE_1230,106,STATE_106,merge,0.500,2,split+merge; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=2
1231,STATE_1231,,,new_bsr_state,1.000,1,no TSR overlay candidate
1232,STATE_1232,454,Palestine,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/5; bsr_source_count=1
1233,STATE_1233,454,Palestine,split,0.800,2,split; province_overlap=4; tsr_overlap_rank=1/5; bsr_source_count=1
1234,STATE_1234,1075,STATE_1075,same_name,1.000,2,province_overlap=1
1235,STATE_1235,,,new_bsr_state,1.000,1,no TSR overlay candidate
1236,STATE_1236,454,Palestine,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=1
1237,STATE_1237,446,Suez,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
1238,STATE_1238,,,new_bsr_state,1.000,2,no TSR overlay candidate
1239,STATE_1239,553,STATE_553,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1240,STATE_1240,554,STATE_554,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1241,STATE_1241,554,STATE_554,split,0.500,3,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1
1242,STATE_1242,677,STATE_677,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=1
1243,STATE_1243,,,new_bsr_state,1.000,2,no TSR overlay candidate
1244,STATE_1244,676,STATE_676,merge,0.400,2,split+merge; province_overlap=2; tsr_overlap_rank=2/5; bsr_source_count=2
1245,STATE_1245,676,STATE_676,split,0.500,2,split; province_overlap=1; tsr_overlap_rank=4/5; bsr_source_count=1
1246,STATE_1246,676,STATE_676,split,0.667,1,split; province_overlap=2; tsr_overlap_rank=3/5; bsr_source_count=1
1247,STATE_1247,291,STATE_291,merge,0.667,2,split+merge; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=2
1248,STATE_1248,421,STATE_421,split,0.667,1,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
1249,STATE_1249,413,STATE_413,split,0.500,1,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1250,STATE_1250,588,Semipalatinsk,split,1.000,1,split; province_overlap=5; tsr_overlap_rank=2/4; bsr_source_count=1
1251,STATE_1251,,,new_bsr_state,1.000,1,no TSR overlay candidate
1252,STATE_1252,,,new_bsr_state,1.000,1,no TSR overlay candidate
1253,STATE_1253,,,new_bsr_state,1.000,1,no TSR overlay candidate
1254,STATE_1254,1024,STATE_1024,same_name,1.000,1,province_overlap=12
1255,STATE_1255,,,new_bsr_state,1.000,4,no TSR overlay candidate
1256,STATE_1256,677,STATE_677,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1
1257,STATE_1257,,,new_bsr_state,1.000,1,no TSR overlay candidate
1258,STATE_1258,,,new_bsr_state,1.000,0,no TSR overlay candidate
1259,STATE_1259,,,new_bsr_state,1.000,0,no TSR overlay candidate
1260,STATE_1260,957,STATE_957,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
1261,STATE_1261,487,STATE_487,merge,0.667,2,split+merge; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=2
1262,STATE_1262,,,new_bsr_state,1.000,0,no TSR overlay candidate
1263,STATE_1263,229,STATE_229,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=4/6; bsr_source_count=1
1264,STATE_1264,676,STATE_676,split,0.800,1,split; province_overlap=4; tsr_overlap_rank=1/5; bsr_source_count=1
1265,STATE_1265,,,new_bsr_state,1.000,0,no TSR overlay candidate
1266,STATE_1266,,,new_bsr_state,1.000,0,no TSR overlay candidate
1267,STATE_1267,137,STATE_137,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1268,STATE_1268,30,STATE_30,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=1/4; bsr_source_count=1
1269,STATE_1269,1076,STATE_1076,same_name,1.000,1,province_overlap=3
1270,STATE_1270,20,Rhone,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=6/7; bsr_source_count=1
1271,STATE_1271,,,new_bsr_state,1.000,1,no TSR overlay candidate
1272,STATE_1272,,,new_bsr_state,1.000,1,no TSR overlay candidate
1273,STATE_1273,742,STATE_742,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1274,STATE_1274,447,STATE_447,merge,0.750,2,split+merge; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=2
1275,STATE_1275,67,STATE_67,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/5; bsr_source_count=1
1276,STATE_1276,907,STATE_907,split,0.750,1,split; province_overlap=6; tsr_overlap_rank=1/3; bsr_source_count=1
1277,STATE_1277,456,Aswan,split,0.500,2,split; province_overlap=3; tsr_overlap_rank=3/4; bsr_source_count=1
1278,STATE_1278,456,Aswan,split,0.500,1,split; province_overlap=3; tsr_overlap_rank=4/4; bsr_source_count=1
1279,STATE_1279,456,Aswan,split,0.500,1,split; province_overlap=4; tsr_overlap_rank=2/4; bsr_source_count=1
1280,STATE_1280,,,new_bsr_state,1.000,0,no TSR overlay candidate
1281,STATE_1281,,,new_bsr_state,1.000,0,no TSR overlay candidate
1282,STATE_1282,,,new_bsr_state,1.000,0,no TSR overlay candidate
1283,STATE_1283,,,new_bsr_state,1.000,0,no TSR overlay candidate
1284,STATE_1284,,,new_bsr_state,1.000,0,no TSR overlay candidate
1285,STATE_1285,547,STATE_547,split,0.333,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1286,STATE_1286,903,STATE_903,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1287,STATE_1287,903,STATE_903,split,0.750,1,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1
1288,STATE_1288,453,STATE_453,split,0.833,1,split; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=1
1289,STATE_1289,,,new_bsr_state,1.000,0,no TSR overlay candidate
1290,STATE_1290,381,STATE_381,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=1
1291,STATE_1291,1055,STATE_1055,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=1
1292,STATE_1292,1056,STATE_1056,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1293,STATE_1293,815,STATE_815,merge,0.667,2,split+merge; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=2
1294,STATE_1294,,,new_bsr_state,1.000,0,no TSR overlay candidate
1295,STATE_1295,1050,STATE_1050,same_name,1.000,2,province_overlap=2
1296,STATE_1296,1095,STATE_1095,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=1/4; bsr_source_count=1
1297,STATE_1297,,,new_bsr_state,1.000,0,no TSR overlay candidate
1298,STATE_1298,659,STATE_659,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1
1299,STATE_1299,1015,STATE_1015,merge,1.000,2,merge; province_overlap=2; bsr_source_count=2
1300,STATE_1300,510,STATE_510,merge,0.333,2,split+merge; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=2
1301,STATE_1301,932,STATE_932,same_name,1.000,1,province_overlap=1
1302,STATE_1302,803,STATE_803,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
