tsr_state_id,tsr_state_name,bsr_state_id,bsr_state_name,mapping_type,confidence,notes,bsr_continent,tsr_owner,bsr_owner,tsr_controller,bsr_controller,tsr_cores,bsr_cores
664,STATE_664,1376,STATE_1376,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1,europe,HUN,CZE,HUN,HUN,HUN SLO,CZE HUN SLO UKR
43,Northern Hungary,1378,Northern Hungary,split,1.000,split; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=1,europe,HUN,HUN,,,HUN,HUN
154,STATE_154,1379,STATE_1379,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1,europe,HUN,HUN,,,HUN,HUN
215,STATE_215,1380,STATE_1380,split,1.000,split; province_overlap=2; tsr_overlap_rank=4/5; bsr_source_count=1,europe,RUS,SOV,,,KAR RUS,FIN KAR SOV
146,KARJALA,1381,STATE_1381,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1,europe,RUS,FIN,RUS,SOV,FIN KAR,FIN KAR
94,STATE_94,1384,STATE_1384,split,1.000,split; province_overlap=2; tsr_overlap_rank=4/9; bsr_source_count=1,europe,RUS,POL,,SOV,BLR POL,BLR POL
93,STATE_93,1385,STATE_1385,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=1,europe,RUS,POL,,SOV,POL UKR,POL UKR
91,Lwow,1386,STATE_1386,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/5; bsr_source_count=1,europe,RUS,POL,,SOV,POL UKR,GAL POL UKR
103,Dalmatia,1387,STATE_1387,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1,europe,YUG,YUG,,CRO,CRO YUG,CRO YUG
158,STATE_158,1391,STATE_1391,split,1.000,split; province_overlap=2; tsr_overlap_rank=4/6; bsr_source_count=1,europe,ITA,ITA,,,ITA SPM,ITA SRD
134,STATE_134,1395,STATE_1395,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,europe,IRE,IRE,,,IRE,IRE
113,Leinster,1396,STATE_1396,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,europe,IRE,IRE,,,IRE,IRE
119,STATE_119,1397,STATE_1397,split,1.000,split; province_overlap=2; tsr_overlap_rank=1/4; bsr_source_count=1,europe,IRE,ENG,,,ENG IRE NIR,ENG IRE NIR
119,STATE_119,1398,STATE_1398,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=1,europe,IRE,ENG,,,ENG IRE NIR,ENG IRE NIR
119,STATE_119,1399,STATE_1399,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1,europe,IRE,ENG,,,ENG IRE NIR,ENG IRE NIR
108,STATE_108,1403,STATE_1403,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/6; bsr_source_count=1,europe,YUG,YUG,,SER,SER YUG,SER YUG
104,STATE_104,1404,STATE_1404,split,1.000,split; province_overlap=1; tsr_overlap_rank=7/8; bsr_source_count=1,europe,YUG,YUG,,CRO,BOS YUG,BOS YUG
123,STATE_123,1405,Cornwall,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1,europe,ENG,ENG,,,ENG,CRN ENG
408,STATE_408,1407,STATE_1407,split,1.000,split; province_overlap=34; tsr_overlap_rank=1/2; bsr_source_count=1,asia,RUS,SOV,,,FER RUS VLA,FER SIB SOV
5,STATE_5,1409,STATE_1409,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1,europe,GER,GER,,GER,GER PRE,GER POL PRE
99,STATE_99,1412,STATE_1412,split,1.000,split; province_overlap=4; tsr_overlap_rank=1/3; bsr_source_count=1,europe,DEN,DEN,,GER,DEN,DEN
99,STATE_99,1413,STATE_1413,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1,europe,DEN,DEN,,GER,DEN,DEN
50,Württemberg,1415,STATE_1415,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=1,europe,GER,GER,,,GER WUR,BDN GER
104,STATE_104,1421,STATE_1421,split,1.000,split; province_overlap=3; tsr_overlap_rank=3/8; bsr_source_count=1,europe,YUG,YUG,,CRO,BOS YUG,BOS YUG
127,Sussex,1422,STATE_1422,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,europe,ENG,ENG,,,ENG,ENG
971,Northern Dobruja,1423,STATE_1423,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,europe,ROM,ROM,,,ROM,ROM
807,STATE_807,1424,STATE_1424,split,1.000,split; province_overlap=1; tsr_overlap_rank=6/8; bsr_source_count=1,europe,GER,POL,,GER,GER KSH POL,POL
86,STATE_86,1426,STATE_1426,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=1,europe,GER,POL,,GER,GER POL,POL
185,STATE_185,1427,STATE_1427,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/7; bsr_source_count=1,europe,GRE,GRE,,ITA,GRE,GRE
731,STATE_731,1428,STATE_1428,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/6; bsr_source_count=1,europe,GRE,GRE,,GER,GRE,GRE
29,STATE_29,1430,STATE_1430,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/5; bsr_source_count=1,europe,BEL,FRA,,GER,FRA,FRA
55,STATE_55,1432,STATE_1432,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/6; bsr_source_count=1,europe,GER,GER,,,GER HES PRE,GER PRE RHI
94,STATE_94,1433,STATE_1433,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/9; bsr_source_count=1,europe,RUS,POL,,SOV,BLR POL,BLR POL
93,STATE_93,1434,STATE_1434,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/5; bsr_source_count=1,europe,RUS,POL,,SOV,POL UKR,POL UKR
6,Flanders,1435,STATE_1435,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,europe,BEL,BEL,,GER,BEL,BEL BRB FLA
230,STATE_230,1437,STATE_1437,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1,europe,RUS,SOV,,,ARM RUS,ARM SOV
189,STATE_189,1438,STATE_1438,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1,europe,RUS,LIT,,SOV,LIT,LIT
847,STATE_847,1439,STATE_1439,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1,europe,SWI,SWI,,,SWI,SWI
95,STATE_95,1441,STATE_1441,split,1.000,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1,europe,RUS,POL,,SOV,BLR POL,BLR POL
228,Voroshilovgrad,1445,STATE_1445,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1,europe,RUS,SOV,,,RUS UKR,DON SOV UKR
225,Sumy,1446,STATE_1446,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,europe,RUS,SOV,,,RUS UKR,SOV UKR
50,Württemberg,1447,STATE_1447,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/6; bsr_source_count=1,europe,GER,GER,,,GER WUR,GER WUR
102,STATE_102,1450,STATE_1450,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=1,europe,YUG,YUG,,GER,SLV YUG,SLV YUG
47,Thessaly,1453,STATE_1453,split,1.000,split; province_overlap=3; tsr_overlap_rank=1/6; bsr_source_count=1,europe,GRE,GRE,,ITA,GRE,GRE
12,STATE_12,1454,STATE_1454,merge,1.000,merge; province_overlap=5; bsr_source_count=3,europe,RUS,LAT,,SOV,LAT,LAT LIV
153,STATE_153,1457,STATE_1457,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1,europe,GER,AUS,GER,GER,AUS GER,AUS GER
102,STATE_102,1458,STATE_1458,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1,europe,YUG,YUG,,GER,SLV YUG,SLV YUG
584,STATE_584,1459,STATE_1459,split,1.000,split; province_overlap=2; tsr_overlap_rank=5/6; bsr_source_count=1,asia,RUS,SOV,,,RUS TMS,SOV TMS
584,STATE_584,1460,STATE_1460,split,1.000,split; province_overlap=4; tsr_overlap_rank=2/6; bsr_source_count=1,asia,RUS,SOV,,,RUS TMS,SOV TMS
584,STATE_584,1461,STATE_1461,split,1.000,split; province_overlap=2; tsr_overlap_rank=6/6; bsr_source_count=1,asia,RUS,SOV,,,RUS TMS,SOV TMS
830,Bukhara,1464,STATE_1464,split,1.000,split; province_overlap=9; tsr_overlap_rank=1/2; bsr_source_count=1,asia,RUS,SOV,,,BUK RUS UZB,SOV UZB
584,STATE_584,1466,STATE_1466,split,1.000,split; province_overlap=3; tsr_overlap_rank=4/6; bsr_source_count=1,asia,RUS,SOV,,,RUS TMS,SOV TMS
742,STATE_742,1468,STATE_1468,split,1.000,split; province_overlap=4; tsr_overlap_rank=2/3; bsr_source_count=1,asia,RUS,SOV,,,BUK RUS TAJ,KOK SOV TAJ
194,Mozyr,1471,Mozyr,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=1,europe,RUS,SOV,,,BLR RUS,BLR SOV
52,STATE_52,1472,STATE_1472,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/4; bsr_source_count=1,europe,GER,GER,,,BAY GER,BAY GER
59,STATE_59,1473,STATE_1473,split,1.000,split; province_overlap=11; tsr_overlap_rank=1/4; bsr_source_count=1,europe,GER,GER,,,GER HAN PRE,GER HAN PRE
588,Semipalatinsk,1477,STATE_1477,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1,asia,RUS,SOV,,,KAZ RUS,KAZ SOV
14,STATE_14,1478,STATE_1478,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,europe,FRA,FRA,,GER,BRI FRA,BRI FRA
29,STATE_29,1482,STATE_1482,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/5; bsr_source_count=1,europe,BEL,FRA,,GER,FRA,FRA
94,STATE_94,1485,STATE_1485,split,1.000,split; province_overlap=1; tsr_overlap_rank=6/9; bsr_source_count=1,europe,RUS,POL,,SOV,BLR POL,BLR POL
212,STATE_212,1486,STATE_1486,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1,europe,BUL,BUL,BUL,,BUL,BUL THR
229,STATE_229,1487,STATE_1487,split,1.000,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1,europe,RUS,SOV,,,AZR RUS,AZR SOV
202,STATE_202,1491,STATE_1491,split,1.000,split; province_overlap=2; tsr_overlap_rank=4/5; bsr_source_count=1,europe,RUS,SOV,,,RUS UKR,SOV UKR
180,STATE_180,1500,STATE_1500,split,1.000,split; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=1,europe,POR,POR,,,POR,POR
795,STATE_795,1501,STATE_1501,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,europe,POR,POR,,,POR,POR
179,STATE_179,1502,STATE_1502,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1,europe,POR,POR,,,POR,POR
170,STATE_170,1503,STATE_1503,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1,europe,SPR,SPR,,,SPR,SPR
58,STATE_58,1506,STATE_1506,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1,europe,GER,GER,,,GER PRE SHL,GER PRE SHL
1054,STATE_1054,1507,STATE_1507,split,1.000,split; province_overlap=4; tsr_overlap_rank=1/2; bsr_source_count=1,europe,HUN,ROM,HUN,HUN,HUN,ROM TRA
63,STATE_63,1508,STATE_1508,split,1.000,split; province_overlap=2; tsr_overlap_rank=4/9; bsr_source_count=1,europe,GER,GER,,,GER KSH PRE,GER PRE
62,STATE_62,1509,STATE_1509,split,1.000,split; province_overlap=2; tsr_overlap_rank=1/4; bsr_source_count=1,europe,GER,GER,,,GER PRE,GER PRE
44,STATE_44,1510,STATE_1510,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1,europe,ALB,ALB,ITA,,ALB,ALB
653,Sverdlovsk,1514,STATE_1514,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=14; tsr_tags=RUS; bsr_tags=SIB SOV,asia,RUS,SOV,,,RUS,SIB SOV
845,STATE_845,1515,STATE_1515,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1,europe,SWI,SWI,,,SWI,SWI
42,STATE_42,1519,STATE_1519,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/5; bsr_source_count=1,europe,GER,GER,,,GER PRE RHI,GER PRE RHI
495,STATE_495,1549,STATE_1549,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=BUL GRE THR,europe,BRA,GRE,,BUL,BRA,GRE THR
91,Lwow,1553,STATE_1553,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/5; bsr_source_count=1,europe,RUS,POL,,SOV,POL UKR,GAL POL UKR
976,STATE_976,1554,STATE_1554,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1,europe,GER,AUS,GER,GER,AUS GER,AUS GER
93,STATE_93,1555,STATE_1555,split,1.000,split; province_overlap=4; tsr_overlap_rank=1/5; bsr_source_count=1,europe,RUS,POL,,SOV,POL UKR,POL UKR
94,STATE_94,1557,STATE_1557,split,1.000,split; province_overlap=3; tsr_overlap_rank=3/9; bsr_source_count=1,europe,RUS,POL,,SOV,BLR POL,BLR POL
88,STATE_88,1558,STATE_1558,split,1.000,split; province_overlap=4; tsr_overlap_rank=1/9; bsr_source_count=1,europe,RUS,POL,,GGO,POL,GAL POL
36,STATE_36,1559,STATE_1559,split,1.000,split; province_overlap=2; tsr_overlap_rank=1/5; bsr_source_count=1,europe,HOL,HOL,,GER,HOL,GEL HOL
86,STATE_86,1560,STATE_1560,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/6; bsr_source_count=1,europe,GER,POL,,GER,GER POL,POL
807,STATE_807,1561,STATE_1561,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/8; bsr_source_count=1,europe,GER,POL,,GER,GER KSH POL,POL
784,STATE_784,1563,STATE_1563,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1,europe,RUS,POL,,SOV,LIT POL,LIT POL
73,STATE_73,1570,STATE_1570,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,europe,HUN,CZE,HUN,HUN,HUN SLO UKR,CZE HUN SLO UKR
137,STATE_137,1571,STATE_1571,split,1.000,split; province_overlap=5; tsr_overlap_rank=1/3; bsr_source_count=1,europe,RUS,SOV,,,CRI RUS,CRI SOV
928,KYME,1572,STATE_1572,split,1.000,split; province_overlap=6; tsr_overlap_rank=1/3; bsr_source_count=1,europe,RUS,FIN,RUS,,FIN,FIN
17,Lorraine,1581,STATE_1581,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/6; bsr_source_count=1,europe,FRA,FRA,,GER,FRA,FRA
98,STATE_98,1587,STATE_1587,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=1,europe,RUS,POL,,GGO,POL,POL
88,STATE_88,1588,STATE_1588,split,1.000,split; province_overlap=1; tsr_overlap_rank=8/9; bsr_source_count=1,europe,RUS,POL,,GGO,POL,GAL POL
92,STATE_92,1589,STATE_1589,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1,europe,RUS,POL,,GGO,POL,GAL POL
93,STATE_93,1590,STATE_1590,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/5; bsr_source_count=1,europe,RUS,POL,,SOV,POL UKR,GAL POL UKR
101,STATE_101,1594,STATE_1594,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,europe,DEN,DEN,,,DEN GRN,GRL
184,STATE_184,1595,STATE_1595,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1,europe,GRE,GRE,,BUL,GRE,GRE THR
161,STATE_161,1596,STATE_1596,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1,europe,ITA,ITA,,,ITA PAP,ITA PRM
224,STATE_224,1598,STATE_1598,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RUS; bsr_tags=MUS SOV,europe,RUS,SOV,,,RUS,MUS SOV
88,STATE_88,1599,STATE_1599,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/9; bsr_source_count=1,europe,RUS,POL,,GGO,POL,GAL POL
94,STATE_94,1602,STATE_1602,split,1.000,split; province_overlap=1; tsr_overlap_rank=8/9; bsr_source_count=1,europe,RUS,POL,,SOV,BLR POL,BLR POL
65,STATE_65,1611,STATE_1611,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/6; bsr_source_count=1,europe,GER,GER,,,GER SAX,GER LUS PRE SIL
495,STATE_495,1612,STATE_1612,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=CZE MRV PBM,europe,BRA,CZE,,PBM,BRA,CZE MRV PBM
66,STATE_66,1617,STATE_1617,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/7; bsr_source_count=1,europe,GER,GER,,,GER PRE SIL,GER LUS PRE SIL
207,STATE_207,1620,STATE_1620,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=1,europe,RUS,SOV,,,BLR RUS,BLR SOV
31,STATE_31,1622,STATE_1622,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/7; bsr_source_count=1,europe,FRA,FRA,,,FRA OCC,FRA OCC
198,STATE_198,1624,STATE_1624,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=1,europe,RUS,SOV,,,RUS UKR,SOV UKR
63,STATE_63,1655,STATE_1655,split,1.000,split; province_overlap=1; tsr_overlap_rank=6/9; bsr_source_count=1,europe,GER,GER,,,GER KSH PRE,GER POL PRE
95,STATE_95,1656,STATE_1656,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=1,europe,RUS,POL,,SOV,BLR POL,BLR POL
919,STATE_919,1657,STATE_1657,merge,1.000,merge; province_overlap=10; bsr_source_count=2,europe,SWE,SWE,,,SWE,SWE
4,STATE_4,1679,STATE_1679,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=1,europe,GER,AUS,GER,GER,AUS GER,AUS GER
195,STATE_195,1685,STATE_1685,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RUS; bsr_tags=SOV,europe,RUS,SOV,,,RUS,SOV
63,STATE_63,1700,STATE_1700,split,1.000,split; province_overlap=1; tsr_overlap_rank=9/9; bsr_source_count=1,europe,GER,GER,,,GER KSH PRE,GER PRE
63,STATE_63,1701,STATE_1701,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/9; bsr_source_count=1,europe,GER,GER,,,GER KSH PRE,GER PRE
68,STATE_68,1702,STATE_1702,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/6; bsr_source_count=1,europe,GER,GER,,,GER PRE,GER PRE
953,STATE_953,1703,STATE_1703,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ARG WLA; bsr_tags=GER PRE,europe,ARG,GER,,,ARG WLA,GER PRE
66,STATE_66,1705,STATE_1705,split,1.000,split; province_overlap=3; tsr_overlap_rank=1/7; bsr_source_count=1,europe,GER,GER,,,GER PRE SIL,GER PRE SIL
66,STATE_66,1706,STATE_1706,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/7; bsr_source_count=1,europe,GER,GER,,,GER PRE SIL,GER PRE SIL
130,STATE_130,1708,STATE_1708,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1,europe,ENG,ENG,,,ENG,ENG
92,STATE_92,1712,STATE_1712,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=1,europe,RUS,POL,,GGO,POL,POL
170,STATE_170,1715,STATE_1715,split,1.000,split; province_overlap=5; tsr_overlap_rank=2/3; bsr_source_count=1,europe,SPR,SPR,,,SPR,SPR
41,STATE_41,1716,STATE_1716,split,1.000,split; province_overlap=3; tsr_overlap_rank=3/3; bsr_source_count=1,europe,SPR,SPR,,,SPR,SPR
793,STATE_793,1717,STATE_1717,split,1.000,split; province_overlap=4; tsr_overlap_rank=2/2; bsr_source_count=1,europe,SPR,SPR,,,SPR,SPR
177,STATE_177,1718,STATE_1718,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,europe,SPR,SPR,,,SPR,SPR
168,STATE_168,1719,STATE_1719,split,1.000,split; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=1,europe,SPR,SPR,,,SPR,SPR
794,STATE_794,1721,STATE_1721,split,1.000,split; province_overlap=7; tsr_overlap_rank=1/3; bsr_source_count=1,europe,SPR,SPR,,,SPR,SPR
790,STATE_790,1722,STATE_1722,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=1,europe,SPR,SPR,,,SPR,SPR
176,STATE_176,1723,STATE_1723,split,1.000,split; province_overlap=4; tsr_overlap_rank=2/2; bsr_source_count=1,europe,SPR,SPR,,,SPR,SPR
41,STATE_41,1724,STATE_1724,split,1.000,split; province_overlap=7; tsr_overlap_rank=1/3; bsr_source_count=1,europe,SPR,SPR,,,SPR,SPR
790,STATE_790,1725,STATE_1725,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1,europe,SPR,SPR,,,SPR,SPR
807,STATE_807,1728,STATE_1728,split,1.000,split; province_overlap=1; tsr_overlap_rank=7/8; bsr_source_count=1,europe,GER,POL,,GER,GER KSH POL,POL
20,Rhone,1730,STATE_1730,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/7; bsr_source_count=1,europe,FRA,FRA,,,FRA OCC,FRA
1048,Moselgebiet,1731,STATE_1731,split,1.000,split; province_overlap=1; tsr_overlap_rank=1/2; bsr_source_count=1,europe,GER,FRA,GER,GER,GER,BGN FRA
17,Lorraine,1733,STATE_1733,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/6; bsr_source_count=1,europe,FRA,FRA,,GER,FRA,BGN FRA
88,STATE_88,1737,STATE_1737,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/9; bsr_source_count=1,europe,RUS,POL,,GGO,POL,GAL POL
157,STATE_157,1757,STATE_1757,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=1,europe,ITA,ITA,,,ITA PAP,ITA TUS
162,STATE_162,1758,STATE_1758,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1,europe,ITA,ITA,,,ITA TOS,ITA TUS
22,Languedoc,1759,Languedoc,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1,europe,FRA,FRA,,,FRA OCC,FRA OCC
22,Languedoc,1760,STATE_1760,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=1,europe,FRA,FRA,,,FRA OCC,FRA OCC
31,STATE_31,1761,STATE_1761,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/7; bsr_source_count=1,europe,FRA,FRA,,,FRA OCC,FRA OCC
925,STATE_925,1762,STATE_1762,split,1.000,split; province_overlap=5; tsr_overlap_rank=2/2; bsr_source_count=1,europe,NOR,NOR,,GER,NOR SMI,NOR
50,Württemberg,1764,STATE_1764,split,1.000,split; province_overlap=3; tsr_overlap_rank=1/6; bsr_source_count=1,europe,GER,GER,,,GER WUR,GER WUR
55,STATE_55,1767,STATE_1767,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=1,europe,GER,GER,,,GER HES PRE,GER HAN PRE
89,STATE_89,1769,STATE_1769,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1,europe,RUS,POL,,SOV,POL UKR,GAL POL UKR
199,STATE_199,1771,STATE_1771,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1,europe,RUS,SOV,,,RUS UKR,SOV UKR
199,STATE_199,1772,STATE_1772,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1,europe,RUS,SOV,,,RUS UKR,SOV UKR
1087,STATE_1087,1773,STATE_1773,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=DAS MAL; bsr_tags=GGO POL,europe,DAS,POL,DAS,GGO,MAL,POL
241,Gomel,1774,Gomel,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1,europe,RUS,SOV,,,BLR RUS,SOV
271,STATE_271,1795,STATE_1795,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ETH ITA ORO; bsr_tags=GER POL,europe,ETH,POL,ITA,GER,ETH ORO,POL
20,Rhone,1800,STATE_1800,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/7; bsr_source_count=1,europe,FRA,FRA,,,FRA OCC,FRA
158,STATE_158,1802,STATE_1802,split,1.000,split; province_overlap=2; tsr_overlap_rank=5/6; bsr_source_count=1,europe,ITA,ITA,,,ITA SPM,ITA OCC SRD
72,STATE_72,1803,STATE_1803,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,europe,CZE,POL,POL,GER,CZE,POL
59,STATE_59,1805,STATE_1805,split,1.000,split; province_overlap=4; tsr_overlap_rank=2/4; bsr_source_count=1,europe,GER,GER,,,GER HAN PRE,GER HAN PRE
977,Antwerpen,1807,STATE_1807,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1,europe,BEL,BEL,,GER,BEL,BEL FLA LIM
977,Antwerpen,1808,STATE_1808,split,1.000,split; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=1,europe,BEL,BEL,,GER,BEL,BEL BRB FLA
60,STATE_60,1823,STATE_1823,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1,europe,GER,GER,,,GER THU,GER PRE
404,Kyzyl Orda,1828,STATE_1828,split,1.000,split; province_overlap=3; tsr_overlap_rank=3/4; bsr_source_count=1,asia,RUS,SOV,,,KAZ RUS,KAZ SOV
29,STATE_29,1839,STATE_1839,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/5; bsr_source_count=1,europe,BEL,FRA,,GER,FRA,FRA
21,Bouches-du-Rhône (Formerly Provence before Var split off),1842,STATE_1842,split,1.000,split; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=1,europe,FRA,FRA,,,FRA OCC,FRA OCC
152,STATE_152,1865,STATE_1865,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1,europe,GER,AUS,GER,GER,AUS GER,AUS GER
54,STATE_54,1866,STATE_1866,split,1.000,split; province_overlap=4; tsr_overlap_rank=2/3; bsr_source_count=1,europe,GER,GER,,,BAY GER,BAY GER
807,STATE_807,1868,STATE_1868,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/8; bsr_source_count=1,europe,GER,POL,,GER,GER KSH POL,POL
28,Alsace-Lorraine,1876,STATE_1876,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/7; bsr_source_count=1,europe,GER,FRA,,GER,FRA GER,BGN FRA
