bsr_state_id,bsr_state_name,bsr_continent,selected_tsr_state_id,selected_tsr_state_name,selected_mapping_type,selected_confidence,alternative_mapping_count,issue_count,vp_omission_count,manual_building_distribution,manual_resource_distribution,owner_core_conflict,decision_status,decision_reason,review_categories,selection_notes
887,STATE_887,europe,69,STATE_69,split,1.000,1,10,2,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1
819,STATE_819,europe,24,STATE_24,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=1
820,STATE_820,europe,31,STATE_31,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=3/7; bsr_source_count=1
868,STATE_868,europe,45,STATE_45,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
879,STATE_879,europe,814,STATE_814,split,1.000,2,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1
925,STATE_925,europe,78,STATE_78,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
933,STATE_933,europe,95,STATE_95,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=3/6; bsr_source_count=1
934,STATE_934,europe,102,STATE_102,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=1/4; bsr_source_count=1
935,STATE_935,europe,102,STATE_102,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/4; bsr_source_count=1
942,STATE_942,europe,801,STATE_801,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=1
987,STATE_987,europe,159,STATE_159,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=1
992,STATE_992,europe,849,STATE_849,split,1.000,2,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=1
1116,STATE_1116,europe,1056,STATE_1056,split,0.667,2,3,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
1122,STATE_1122,europe,406,Gurev,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=10; tsr_overlap_rank=1/2; bsr_source_count=1
1123,STATE_1123,europe,407,STATE_407,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=14; tsr_overlap_rank=2/2; bsr_source_count=1
1138,STATE_1138,asia,831,Khiva,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=1
1163,Karma,europe,241,Gomel,split,0.833,2,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=10; tsr_overlap_rank=1/3; bsr_source_count=1
1170,STATE_1170,europe,207,STATE_207,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=3/6; bsr_source_count=1
1171,STATE_1171,asia,732,STATE_732,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=5; tsr_overlap_rank=2/2; bsr_source_count=1
1180,STATE_1180,europe,91,Lwow,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=1/5; bsr_source_count=1
1184,STATE_1184,europe,18,STATE_18,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/5; bsr_source_count=1
1192,STATE_1192,europe,94,STATE_94,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=5/9; bsr_source_count=1
1201,STATE_1201,europe,76,STATE_76,split,0.857,2,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=1
1205,STATE_1205,europe,95,STATE_95,split,0.667,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/6; bsr_source_count=1
1227,STATE_1227,europe,231,STATE_231,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=5/7; bsr_source_count=1
1268,STATE_1268,europe,30,STATE_30,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=4; tsr_overlap_rank=1/4; bsr_source_count=1
1293,STATE_1293,europe,815,STATE_815,merge,0.667,2,3,0,no,no,yes,requires_manual,owner/controller/core conflict,merge owner_core_conflict,split+merge; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=2
1352,STATE_1352,europe,806,STATE_806,split,0.500,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1353,STATE_1353,europe,806,STATE_806,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=1/3; bsr_source_count=1
1367,STATE_1367,europe,230,STATE_230,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1368,STATE_1368,europe,146,KARJALA,split,1.000,1,3,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=1
1375,STATE_1375,europe,95,STATE_95,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=1
1383,STATE_1383,europe,96,STATE_96,split,0.500,3,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
1386,STATE_1386,europe,91,Lwow,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=4/5; bsr_source_count=1
1409,STATE_1409,europe,5,STATE_5,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1
1441,STATE_1441,europe,95,STATE_95,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1
1445,STATE_1445,europe,228,Voroshilovgrad,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1
1450,STATE_1450,europe,102,STATE_102,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=1
1457,STATE_1457,europe,153,STATE_153,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1459,STATE_1459,asia,584,STATE_584,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=5/6; bsr_source_count=1
1460,STATE_1460,asia,584,STATE_584,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=4; tsr_overlap_rank=2/6; bsr_source_count=1
1461,STATE_1461,asia,584,STATE_584,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=6/6; bsr_source_count=1
1466,STATE_1466,asia,584,STATE_584,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=4/6; bsr_source_count=1
1489,STATE_1489,asia,405,Tashkent,split,0.333,2,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1507,STATE_1507,europe,1054,STATE_1054,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=4; tsr_overlap_rank=1/2; bsr_source_count=1
1553,STATE_1553,europe,91,Lwow,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=3/5; bsr_source_count=1
1557,STATE_1557,europe,94,STATE_94,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=3/9; bsr_source_count=1
1563,STATE_1563,europe,784,STATE_784,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1572,STATE_1572,europe,928,KYME,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=6; tsr_overlap_rank=1/3; bsr_source_count=1
1587,STATE_1587,europe,98,STATE_98,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=1
1590,STATE_1590,europe,93,STATE_93,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=4/5; bsr_source_count=1
1620,STATE_1620,europe,207,STATE_207,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=1
1624,STATE_1624,europe,198,STATE_198,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=1
1656,STATE_1656,europe,95,STATE_95,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=1
1768,STATE_1768,europe,91,Lwow,split,0.500,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=1
1769,STATE_1769,europe,89,STATE_89,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1771,STATE_1771,europe,199,STATE_199,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1
1772,STATE_1772,europe,199,STATE_199,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1774,Gomel,europe,241,Gomel,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1811,STATE_1811,europe,5,STATE_5,split,0.667,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=1
1828,STATE_1828,asia,404,Kyzyl Orda,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=3/4; bsr_source_count=1
1840,STATE_1840,asia,877,Verkhoyansk,merge,0.833,1,3,0,no,no,yes,requires_manual,owner/controller/core conflict,merge owner_core_conflict,split+merge; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=2
1988,STATE_1988,europe,764,STATE_764,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1993,STATE_1993,europe,207,STATE_207,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/6; bsr_source_count=1
1994,STATE_1994,europe,207,STATE_207,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1
1995,STATE_1995,europe,194,Mozyr,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=1
1996,STATE_1996,europe,201,STATE_201,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
1997,STATE_1997,europe,784,STATE_784,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1
2002,STATE_2002,europe,341,STATE_341,split,1.000,1,3,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
16,STATE_16,europe,16,STATE_16,merge,0.667,2,2,0,no,no,yes,requires_manual,owner/controller/core conflict,merge owner_core_conflict,split+merge; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=2
30,STATE_30,europe,30,STATE_30,split,1.000,1,2,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=3/4; bsr_source_count=1
45,STATE_45,europe,45,STATE_45,split,1.000,1,2,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=1
73,STATE_73,europe,73,STATE_73,split,1.000,1,2,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=4; tsr_overlap_rank=1/2; bsr_source_count=1
78,STATE_78,europe,78,STATE_78,split,1.000,1,2,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=7; tsr_overlap_rank=1/3; bsr_source_count=1
91,Lwow,europe,91,Lwow,merge,0.600,2,2,0,no,no,yes,requires_manual,owner/controller/core conflict,merge owner_core_conflict,split+merge; province_overlap=3; tsr_overlap_rank=2/5; bsr_source_count=2
93,STATE_93,europe,93,STATE_93,split,0.667,1,2,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/5; bsr_source_count=1
95,STATE_95,europe,95,STATE_95,merge,0.800,2,2,0,no,no,yes,requires_manual,owner/controller/core conflict,merge owner_core_conflict,split+merge; province_overlap=4; tsr_overlap_rank=1/6; bsr_source_count=2
96,STATE_96,europe,96,STATE_96,merge,0.714,2,2,0,no,no,yes,requires_manual,owner/controller/core conflict,merge owner_core_conflict,split+merge; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=2
98,STATE_98,europe,98,STATE_98,split,0.667,2,2,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/5; bsr_source_count=1
111,Uusimaa,europe,111,UUSIMA,split,1.000,1,2,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=6; tsr_overlap_rank=1/3; bsr_source_count=1
153,STATE_153,europe,153,STATE_153,merge,0.800,2,2,0,no,no,yes,requires_manual,owner/controller/core conflict,merge owner_core_conflict,split+merge; province_overlap=4; tsr_overlap_rank=1/4; bsr_source_count=2
157,STATE_157,europe,157,STATE_157,split,1.000,1,2,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=3/5; bsr_source_count=1
159,STATE_159,europe,159,STATE_159,split,1.000,1,2,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=5; tsr_overlap_rank=1/4; bsr_source_count=1
193,STATE_193,europe,193,Chernihiv,split,1.000,1,2,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=5; tsr_overlap_rank=1/5; bsr_source_count=1
194,Mozyr,europe,194,Mozyr,split,0.714,3,2,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=5; tsr_overlap_rank=1/3; bsr_source_count=1
198,STATE_198,europe,198,STATE_198,split,1.000,1,2,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1
201,STATE_201,europe,201,STATE_201,merge,0.750,2,2,0,no,no,yes,requires_manual,owner/controller/core conflict,merge owner_core_conflict,split+merge; province_overlap=9; tsr_overlap_rank=1/2; bsr_source_count=2
225,STATE_225,europe,225,Sumy,merge,0.909,2,2,0,no,no,yes,requires_manual,owner/controller/core conflict,merge owner_core_conflict,split+merge; province_overlap=10; tsr_overlap_rank=1/2; bsr_source_count=2
230,STATE_230,europe,230,STATE_230,split,1.000,1,2,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=1/4; bsr_source_count=1
259,STATE_259,europe,259,Poltava,merge,0.900,3,2,0,no,no,yes,requires_manual,owner/controller/core conflict,merge owner_core_conflict,split+merge; province_overlap=9; tsr_overlap_rank=1/2; bsr_source_count=3
405,STATE_405,asia,405,Tashkent,split,1.000,1,2,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=1
585,STATE_585,asia,585,Navoiy,merge,0.667,3,2,0,no,no,yes,requires_manual,owner/controller/core conflict,merge owner_core_conflict,merge; province_overlap=4; bsr_source_count=3
870,STATE_870,europe,803,STATE_803,split,1.000,1,2,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
993,STATE_993,europe,736,Name was Istria before the Pola (Istria) split and merge with Fiume,split,1.000,1,2,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
994,STATE_994,europe,947,STATE_947,same_name,1.000,2,2,1,no,no,yes,requires_manual,owner/controller/core conflict,vp_review owner_core_conflict,province_overlap=1
1002,STATE_1002,europe,826,STATE_826,split,0.750,2,2,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1
1125,STATE_1125,europe,193,Chernihiv,split,1.000,1,2,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=1
1140,STATE_1140,europe,341,STATE_341,split,1.000,1,2,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
1178,STATE_1178,europe,98,STATE_98,split,1.000,1,2,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=4; tsr_overlap_rank=1/5; bsr_source_count=1
1194,STATE_1194,europe,1063,STATE_1063,split,1.000,1,2,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1198,STATE_1198,europe,1064,STATE_1064,split,1.000,1,2,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
1292,STATE_1292,europe,1056,STATE_1056,split,1.000,1,2,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1321,STATE_1321,europe,30,STATE_30,split,1.000,1,2,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=1
1354,STATE_1354,europe,848,STATE_848,split,1.000,1,2,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=1/2; bsr_source_count=1
1458,STATE_1458,europe,102,STATE_102,split,1.000,1,2,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1464,STATE_1464,asia,830,Bukhara,split,1.000,1,2,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=9; tsr_overlap_rank=1/2; bsr_source_count=1
1465,STATE_1465,asia,832,STATE_832,split,0.750,2,2,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1
1471,Mozyr,europe,194,Mozyr,split,1.000,1,2,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=1
1625,STATE_1625,europe,1054,STATE_1054,split,0.500,1,2,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1939,STATE_1939,europe,78,STATE_78,split,1.000,1,2,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1
1992,STATE_1992,europe,814,STATE_814,split,1.000,1,2,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
2039,STATE_2039,europe,1062,STATE_1062,split,1.000,1,2,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
5,STATE_5,europe,5,STATE_5,split,1.000,1,1,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=6; tsr_overlap_rank=1/4; bsr_source_count=1
87,STATE_87,europe,87,STATE_87,split,0.500,1,1,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/4; bsr_source_count=1
89,STATE_89,europe,89,STATE_89,split,1.000,1,1,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=4; tsr_overlap_rank=1/3; bsr_source_count=1
182,STATE_182,europe,182,STATE_182,split,1.000,1,1,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1
190,STATE_190,europe,190,STATE_190,merge,1.000,2,1,0,no,no,yes,requires_manual,owner/controller/core conflict,merge owner_core_conflict,merge; province_overlap=6; bsr_source_count=2
192,STATE_192,europe,192,STATE_192,merge,1.000,2,1,0,no,no,yes,requires_manual,owner/controller/core conflict,merge owner_core_conflict,merge; province_overlap=6; bsr_source_count=2
199,STATE_199,europe,199,STATE_199,split,1.000,1,1,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=1
203,STATE_203,europe,203,STATE_203,split,1.000,1,1,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=10; tsr_overlap_rank=1/3; bsr_source_count=1
207,STATE_207,europe,207,STATE_207,split,1.000,1,1,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=5; tsr_overlap_rank=1/6; bsr_source_count=1
228,Voroshilovgrad,europe,228,Voroshilovgrad,split,0.889,1,1,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=8; tsr_overlap_rank=1/3; bsr_source_count=1
241,Gomel,europe,241,Gomel,split,1.000,1,1,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1
243,STATE_243,europe,243,STATE_243,same_name,0.750,2,1,1,no,no,yes,requires_manual,owner/controller/core conflict,vp_review owner_core_conflict,province_overlap=4
256,STATE_256,europe,833,STATE_833,same_name,0.941,5,1,0,no,no,yes,requires_manual,owner/controller/core conflict,owner_core_conflict,province_overlap=16
351,STATE_351,europe,351,Vologda,province_overlap,0.741,3,1,1,no,no,yes,requires_manual,owner/controller/core conflict,vp_review owner_core_conflict,province_overlap=43
406,STATE_406,europe,406,Gurev,split,1.000,1,1,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=9; tsr_overlap_rank=2/2; bsr_source_count=1
407,STATE_407,europe,407,STATE_407,split,1.000,1,1,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=25; tsr_overlap_rank=1/2; bsr_source_count=1
561,STATE_561,asia,561,Amur,split,1.000,1,1,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=8; tsr_overlap_rank=1/2; bsr_source_count=1
562,Okhotsk,asia,562,Okhotsk,merge,1.000,2,1,0,no,no,yes,requires_manual,owner/controller/core conflict,merge owner_core_conflict,merge; province_overlap=11; bsr_source_count=2
566,Irktusk,asia,566,Irktusk,same_id_same_area,0.900,2,1,1,no,no,yes,requires_manual,owner/controller/core conflict,vp_review owner_core_conflict,province_overlap=9
572,Chelyabinsk,asia,572,Chelyabinsk,same_id_same_area,0.900,2,1,1,no,no,yes,requires_manual,owner/controller/core conflict,vp_review owner_core_conflict,province_overlap=8
583,STATE_583,asia,583,STATE_583,split,1.000,1,1,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=17; tsr_overlap_rank=1/3; bsr_source_count=1
584,STATE_584,asia,584,STATE_584,split,1.000,1,1,0,no,no,yes,requires_manual,owner/controller/core conflict,split owner_core_conflict,split; province_overlap=4; tsr_overlap_rank=3/6; bsr_source_count=1
