bsr_state_id,bsr_state_name,tsr_state_id,tsr_state_name,tsr_owner,bsr_owner,tsr_controller,bsr_controller,tsr_cores,bsr_cores
1147,STATE_1147,962,STATE_962,BRA,SOV,,,BRA,CHE SOV
1148,STATE_1148,589,STATE_589,RUS,SOV,,,KAZ RUS,KAZ SOV
1149,STATE_1149,976,STATE_976,GER,AUS,GER,GER,AUS GER,AUS GER
1151,STATE_1151,150,KUOPIO,RUS,FIN,RUS,,FIN,FIN
1155,STATE_1155,856,STATE_856,SAU,SAU,,,SAU,HEJ SAU
1156,STATE_1156,184,STATE_184,GRE,GRE,,GER,GRE,GRE THR
1157,STATE_1157,182,STATE_182,GRE,GRE,,ITA,GRE,CRT GRE
1159,STATE_1159,731,STATE_731,GRE,GRE,,GER,GRE,GRE
1160,STATE_1160,731,STATE_731,GRE,GRE,,GER,GRE,GRE
1163,Karma,241,Gomel,RUS,SOV,,,BLR RUS,BLR SOV
1170,STATE_1170,207,STATE_207,RUS,SOV,,,BLR RUS,BLR SOV
1171,STATE_1171,732,STATE_732,RUS,SOV,,,KYR RUS,KOK KYR SOV
1173,STATE_1173,786,Mauritanian Desert,AOC,FRA,AOC,,MRT,MRT
1178,STATE_1178,98,STATE_98,RUS,POL,,GER,POL,POL
1179,STATE_1179,48,STATE_48,BUL,BUL,BUL,,BUL,BUL
1180,STATE_1180,91,Lwow,RUS,POL,,SOV,POL UKR,GAL POL UKR
1181,STATE_1181,88,STATE_88,RUS,POL,,GER,POL,CZE GAL MRV POL
1182,STATE_1182,980,STATE_980,BEL,BEL,,GER,BEL,BEL WLL
1183,STATE_1183,28,Alsace-Lorraine,GER,FRA,,GER,FRA GER,BGN FRA
1184,STATE_1184,18,STATE_18,FRA,FRA,,GER,FRA,BGN FRA
1185,STATE_1185,20,Rhone,FRA,FRA,,,FRA OCC,FRA
1186,STATE_1186,23,STATE_23,FRA,FRA,,GER,FRA,FRA
1187,STATE_1187,884,Upper Nile,EGY,ENG,EGY,,SUD,SSU SUD
1188,STATE_1188,1057,STATE_1057,STC,TUR,STC,,TUR,TUR
1191,STATE_1191,1013,STATE_1013,OMA,POL,,SOV,OMA,LIT POL
1192,STATE_1192,94,STATE_94,RUS,POL,,SOV,BLR POL,BLR POL
1193,STATE_1193,157,STATE_157,ITA,ITA,,,ITA PAP,ITA KTS
1194,STATE_1194,1063,STATE_1063,FRA,FRA,,GER,FRA,FRA
1197,STATE_1197,548,STATE_548,DOA,ENG,DOA,,UGA,UGA
1198,STATE_1198,1064,STATE_1064,FRA,FRA,,GER,FRA,FRA
1201,STATE_1201,76,STATE_76,ROM,ROM,,HUN,ROM TRA,ROM TRA
1202,STATE_1202,593,STATE_593,GXC,CHI,,,GDC GXC,CHI GXC PRC
1203,STATE_1203,161,STATE_161,ITA,ITA,,,ITA PAP,ITA PRM
1204,STATE_1204,106,STATE_106,YUG,YUG,,BUL,MAC YUG,MAC YUG
1205,STATE_1205,95,STATE_95,RUS,POL,,SOV,BLR POL,POL
1215,STATE_1215,275,Transvaal,SAF,SAF,,,SAF,SAF TRV
1216,STATE_1216,275,Transvaal,SAF,SAF,,,SAF,SAF TRV
1218,STATE_1218,719,Natal,SAF,SAF,,,SAF,SAF TRV
1220,STATE_1220,1068,STATE_1068,BAY,SAF,BAY,,BAY,SAF TRV
1221,STATE_1221,275,Transvaal,SAF,SAF,,,SAF,SAF TRV
1222,STATE_1222,229,STATE_229,RUS,SOV,,,AZR RUS,AZR SOV
1223,STATE_1223,230,STATE_230,RUS,SOV,,,ARM RUS,ARM SOV
1225,STATE_1225,231,STATE_231,RUS,SOV,,,GEO RUS,GEO SOV
1226,STATE_1226,231,STATE_231,RUS,SOV,,,GEO RUS,GEO SOV
1227,STATE_1227,231,STATE_231,RUS,SOV,,,GEO RUS,GEO SOV
1228,STATE_1228,934,STATE_934,ALB,ALB,ITA,,ALB,ALB
1229,STATE_1229,934,STATE_934,ALB,ALB,ITA,,ALB,ALB
1230,STATE_1230,106,STATE_106,YUG,YUG,,BUL,MAC YUG,MAC YUG
1232,STATE_1232,454,Palestine,SYR,ENG,SYR,,ISR PAL,ISR PAL
1233,STATE_1233,454,Palestine,SYR,ENG,SYR,,ISR PAL,ISR PAL
1234,STATE_1234,1075,STATE_1075,INS,ENG,,,INS,ISR PAL
1236,STATE_1236,454,Palestine,SYR,ENG,SYR,,ISR PAL,ISR PAL
1237,STATE_1237,446,Suez,EGY,ENG,EGY,,EGY,EGY
1239,STATE_1239,553,STATE_553,SYR,FRA,SYR,,LEB,LEB
1240,STATE_1240,554,STATE_554,SYR,FRA,,,SYR,SYR
1241,STATE_1241,554,STATE_554,SYR,FRA,,,SYR,SYR
1242,STATE_1242,677,STATE_677,SYR,FRA,,,SYR,SYR
1244,STATE_1244,676,STATE_676,IRQ,IRQ,,ENG,ASY IRQ KUR,IRQ
1245,STATE_1245,676,STATE_676,IRQ,IRQ,,ENG,ASY IRQ KUR,IRQ KUR
1246,STATE_1246,676,STATE_676,IRQ,IRQ,,ENG,ASY IRQ KUR,IRQ
1247,STATE_1247,291,STATE_291,IRQ,IRQ,,ENG,IRQ,IRQ
1248,STATE_1248,421,STATE_421,PER,PER,,,KUR PER,PER
1250,STATE_1250,588,Semipalatinsk,RUS,SOV,,,KAZ RUS,KAZ SOV
1254,STATE_1254,1024,STATE_1024,DAS,MAL,DAS,,MAL SAB,MAL PHI SUU
1256,STATE_1256,677,STATE_677,SYR,FRA,,,SYR,SYR
1263,STATE_1263,229,STATE_229,RUS,SOV,,,AZR RUS,AZR SOV
1264,STATE_1264,676,STATE_676,IRQ,IRQ,,ENG,ASY IRQ KUR,IRQ KUR
1267,STATE_1267,137,STATE_137,RUS,SOV,,,CRI RUS,CRI SOV
1268,STATE_1268,30,STATE_30,FRA,FRA,,GER,FRA,FRA
1269,STATE_1269,1076,STATE_1076,INS,INS,,,TML,GEA INS
1270,STATE_1270,20,Rhone,FRA,FRA,,,FRA OCC,FRA
1273,STATE_1273,742,STATE_742,RUS,SOV,,,BUK RUS TAJ,SOV TAJ
1274,STATE_1274,447,STATE_447,EGY,EGY,EGY,,EGY,EGY
1275,STATE_1275,67,STATE_67,GER,GER,,,GER PRE SIL,GER POL PRE SIL
1276,STATE_1276,907,STATE_907,EGY,EGY,EGY,,EGY,EGY
1277,STATE_1277,456,Aswan,EGY,EGY,EGY,,EGY,EGY
1278,STATE_1278,456,Aswan,EGY,EGY,EGY,,EGY,EGY
1279,STATE_1279,456,Aswan,EGY,EGY,EGY,,EGY,EGY
1285,STATE_1285,547,STATE_547,DOA,ENG,DOA,,KEN,KEN
1286,STATE_1286,903,STATE_903,DOA,ENG,DOA,,KEN SOM,KEN SOM
1287,STATE_1287,903,STATE_903,DOA,ENG,DOA,,KEN SOM,KEN SOM
1288,STATE_1288,453,STATE_453,EGY,EGY,EGY,,EGY,EGY
1291,STATE_1291,1055,STATE_1055,STC,TUR,STC,,TUR,TUR
1292,STATE_1292,1056,STATE_1056,STC,TUR,STC,,TUR,THR TUR
1293,STATE_1293,815,STATE_815,RUS,LIT,,SOV,LIT,LIT
1295,STATE_1295,1050,STATE_1050,SAU,ENG,SAU,,SAU,JBS JOR
1298,STATE_1298,659,STATE_659,YEM,ENG,,,FSA YEM,SYE YEM
1299,STATE_1299,1015,STATE_1015,OMA,OMA,,,IMO,OMA
1303,STATE_1303,185,STATE_185,GRE,GRE,,ITA,GRE,GRE
1305,STATE_1305,755,STATE_755,XSM,XSM,,,XSM,CHI PRC XSM
1306,STATE_1306,759,STATE_759,SIK,TUG,,SIK,SIK,CHI PRC SIK TUG
1307,STATE_1307,1032,STATE_1032,XIC,NEA,XIC,CHI,XIC,CHI NEA PRC
1311,STATE_1311,605,STATE_605,KMT,SZH,KMT,CHI,KMT SIC,CHI PRC SZH
1313,STATE_1313,747,STATE_747,YUN,YUN,,,YUN,CHI PRC YUN
1314,STATE_1314,1079,STATE_1079,INS,INS,,,PNG WPG,WPP
1315,STATE_1315,594,STATE_594,GXC,GXC,,,GXC,CHI GXC PRC
1316,STATE_1316,599,STATE_599,GXC,GXC,,,GXC,CHI GXC PRC
1317,STATE_1317,599,STATE_599,GXC,GXC,,,GXC,CHI GXC PRC
1318,STATE_1318,618,Dzungaria,ETR,SIK,ETR,,ETR SIK,CHI PRC SIK
1319,STATE_1319,786,Mauritanian Desert,AOC,FRA,AOC,,MRT,MRT
1321,STATE_1321,30,STATE_30,FRA,FRA,,GER,FRA,BRI FRA
1323,STATE_1323,688,STATE_688,PAR,PAR,,,BOL PAR,PAR
1325,STATE_1325,71,STATE_71,HUN,CZE,HUN,HUN,SLO,CZE HUN SLO
1327,STATE_1327,662,STATE_662,LBA,ITA,LBA,,LBA,LBA
1328,STATE_1328,65,STATE_65,GER,GER,,,GER SAX,GER LUS SAX
1329,STATE_1329,64,STATE_64,GER,GER,,,GER PRE,GER LUS PRE
1330,STATE_1330,999,STATE_999,BRM,RAJ,,,BRM,BRM
1332,STATE_1332,68,STATE_68,GER,GER,,,GER PRE,GER POL PRE
1333,STATE_1333,63,STATE_63,GER,GER,,,GER KSH PRE,GER POL PRE
1334,STATE_1334,51,STATE_51,GER,GER,,,GER PRE RHI,GER HAN PRE RHI
1344,STATE_1344,592,STATE_592,GXC,CHI,,,GDC GXC,CHI GXC PRC
1345,STATE_1345,514,Algerian Desert,ALG,FRA,ALG,,ALG,ALG MOR
1347,STATE_1347,67,STATE_67,GER,GER,,,GER PRE SIL,GER POL PRE SIL
1348,STATE_1348,67,STATE_67,GER,GER,,,GER PRE SIL,GER POL PRE SIL
1351,STATE_1351,158,STATE_158,ITA,ITA,,,ITA SPM,ITA SRD
1352,STATE_1352,806,STATE_806,FRA,FRA,,GER,FRA NAV,FRA NAV OCC
1353,STATE_1353,806,STATE_806,FRA,FRA,,,FRA NAV,FRA NAV OCC
1354,STATE_1354,848,STATE_848,GER,AUS,GER,GER,AUS GER,AUS GER
1356,STATE_1356,641,STATE_641,AST,FRA,AST,,TAH,TAH
1361,STATE_1361,148,LAPPI,RUS,FIN,RUS,,FIN SMI,FIN
1362,STATE_1362,666,STATE_666,SWE,SWE,,,SMI SWE,SWE
1363,STATE_1363,97,STATE_97,RUS,POL,,SOV,BLR POL,POL
1364,STATE_1364,807,STATE_807,GER,POL,,GER,GER KSH POL,POL
1366,STATE_1366,229,STATE_229,RUS,SOV,,,AZR RUS,AZR SOV
1367,STATE_1367,230,STATE_230,RUS,SOV,,,ARM RUS,ARM SOV
1368,STATE_1368,146,KARJALA,RUS,FIN,RUS,SOV,FIN KAR,FIN KAR
1369,STATE_1369,146,KARJALA,RUS,FIN,RUS,SOV,FIN KAR,FIN KAR
1373,STATE_1373,97,STATE_97,RUS,POL,,SOV,BLR POL,POL
1374,STATE_1374,88,STATE_88,RUS,POL,,GGO,POL,GAL POL
1375,STATE_1375,95,STATE_95,RUS,POL,,SOV,BLR POL,POL
1376,STATE_1376,664,STATE_664,HUN,CZE,HUN,HUN,HUN SLO,CZE HUN SLO UKR
1380,STATE_1380,215,STATE_215,RUS,SOV,,,KAR RUS,FIN KAR SOV
1381,STATE_1381,146,KARJALA,RUS,FIN,RUS,SOV,FIN KAR,FIN KAR
1383,STATE_1383,96,STATE_96,RUS,POL,,SOV,BLR POL,POL
1384,STATE_1384,94,STATE_94,RUS,POL,,SOV,BLR POL,BLR POL
1385,STATE_1385,93,STATE_93,RUS,POL,,SOV,POL UKR,POL UKR
1386,STATE_1386,91,Lwow,RUS,POL,,SOV,POL UKR,GAL POL UKR
1387,STATE_1387,103,Dalmatia,YUG,YUG,,CRO,CRO YUG,CRO YUG
1391,STATE_1391,158,STATE_158,ITA,ITA,,,ITA SPM,ITA SRD
1393,STATE_1393,420,STATE_420,PER,PER,,,AZR PER,PER
1397,STATE_1397,119,STATE_119,IRE,ENG,,,ENG IRE NIR,ENG IRE NIR
1398,STATE_1398,119,STATE_119,IRE,ENG,,,ENG IRE NIR,ENG IRE NIR
1399,STATE_1399,119,STATE_119,IRE,ENG,,,ENG IRE NIR,ENG IRE NIR
1403,STATE_1403,108,STATE_108,YUG,YUG,,SER,SER YUG,SER YUG
1404,STATE_1404,104,STATE_104,YUG,YUG,,CRO,BOS YUG,BOS YUG
1405,Cornwall,123,STATE_123,ENG,ENG,,,ENG,CRN ENG
1406,STATE_1406,92,STATE_92,RUS,POL,,GGO,POL,POL
1407,STATE_1407,408,STATE_408,RUS,SOV,,,FER RUS VLA,FER SIB SOV
1409,STATE_1409,5,STATE_5,GER,GER,,GER,GER PRE,GER POL PRE
1412,STATE_1412,99,STATE_99,DEN,DEN,,GER,DEN,DEN
1413,STATE_1413,99,STATE_99,DEN,DEN,,GER,DEN,DEN
1415,STATE_1415,50,Württemberg,GER,GER,,,GER WUR,BDN GER
1421,STATE_1421,104,STATE_104,YUG,YUG,,CRO,BOS YUG,BOS YUG
1424,STATE_1424,807,STATE_807,GER,POL,,GER,GER KSH POL,POL
1425,STATE_1425,807,STATE_807,GER,POL,,GER,GER KSH POL,POL
1426,STATE_1426,86,STATE_86,GER,POL,,GER,GER POL,POL
1427,STATE_1427,185,STATE_185,GRE,GRE,,ITA,GRE,GRE
1428,STATE_1428,731,STATE_731,GRE,GRE,,GER,GRE,GRE
1430,STATE_1430,29,STATE_29,BEL,FRA,,GER,FRA,FRA
1432,STATE_1432,55,STATE_55,GER,GER,,,GER HES PRE,GER PRE RHI
1433,STATE_1433,94,STATE_94,RUS,POL,,SOV,BLR POL,BLR POL
1434,STATE_1434,93,STATE_93,RUS,POL,,SOV,POL UKR,POL UKR
1435,STATE_1435,6,Flanders,BEL,BEL,,GER,BEL,BEL BRB FLA
1436,STATE_1436,28,Alsace-Lorraine,GER,FRA,,GER,FRA GER,ALS FRA
1437,STATE_1437,230,STATE_230,RUS,SOV,,,ARM RUS,ARM SOV
1438,STATE_1438,189,STATE_189,RUS,LIT,,SOV,LIT,LIT
1441,STATE_1441,95,STATE_95,RUS,POL,,SOV,BLR POL,BLR POL
1443,STATE_1443,763,STATE_763,GER,GER,,GER,GER PRE,GER PRE
1444,STATE_1444,227,STATE_227,RUS,SOV,,,RUS UKR,DON SOV UKR
1445,STATE_1445,228,Voroshilovgrad,RUS,SOV,,,RUS UKR,DON SOV UKR
1446,STATE_1446,225,Sumy,RUS,SOV,,,RUS UKR,SOV UKR
1450,STATE_1450,102,STATE_102,YUG,YUG,,GER,SLV YUG,SLV YUG
1453,STATE_1453,47,Thessaly,GRE,GRE,,ITA,GRE,GRE
1454,STATE_1454,12,STATE_12,RUS,LAT,,SOV,LAT,LAT LIV
1455,STATE_1455,199,STATE_199,RUS,SOV,,,RUS UKR,SOV UKR
1457,STATE_1457,153,STATE_153,GER,AUS,GER,GER,AUS GER,AUS GER
1458,STATE_1458,102,STATE_102,YUG,YUG,,GER,SLV YUG,SLV YUG
1459,STATE_1459,584,STATE_584,RUS,SOV,,,RUS TMS,SOV TMS
1460,STATE_1460,584,STATE_584,RUS,SOV,,,RUS TMS,SOV TMS
1461,STATE_1461,584,STATE_584,RUS,SOV,,,RUS TMS,SOV TMS
1462,STATE_1462,584,STATE_584,RUS,SOV,,,RUS TMS,SOV TMS
1463,STATE_1463,405,Tashkent,RUS,SOV,,,RUS UZB,SOV UZB
1464,STATE_1464,830,Bukhara,RUS,SOV,,,BUK RUS UZB,SOV UZB
1465,STATE_1465,832,STATE_832,RUS,SOV,,,KHI RUS TMS,SOV TMS
1466,STATE_1466,584,STATE_584,RUS,SOV,,,RUS TMS,SOV TMS
1467,STATE_1467,823,Karakalpakstan,RUS,SOV,,,KKP RUS UZB,KPS SOV UZB
1468,STATE_1468,742,STATE_742,RUS,SOV,,,BUK RUS TAJ,KOK SOV TAJ
1469,STATE_1469,404,Kyzyl Orda,RUS,SOV,,,KAZ RUS,KAZ SOV
1470,STATE_1470,206,STATE_206,RUS,SOV,,,BLR RUS,BLR SOV
1471,Mozyr,194,Mozyr,RUS,SOV,,,BLR RUS,BLR SOV
1477,STATE_1477,588,Semipalatinsk,RUS,SOV,,,KAZ RUS,KAZ SOV
1478,STATE_1478,14,STATE_14,FRA,FRA,,GER,BRI FRA,BRI FRA
1482,STATE_1482,29,STATE_29,BEL,FRA,,GER,FRA,FRA
1485,STATE_1485,94,STATE_94,RUS,POL,,SOV,BLR POL,BLR POL
1486,STATE_1486,212,STATE_212,BUL,BUL,BUL,,BUL,BUL THR
1487,STATE_1487,229,STATE_229,RUS,SOV,,,AZR RUS,AZR SOV
1489,STATE_1489,405,Tashkent,RUS,SOV,,,RUS UZB,KOK SOV UZB
1490,STATE_1490,202,STATE_202,RUS,SOV,,,RUS UKR,SOV UKR
1491,STATE_1491,202,STATE_202,RUS,SOV,,,RUS UKR,SOV UKR
1492,STATE_1492,900,STATE_900,DWA,ENG,DWA,,BIA NGA,BIA NGA
1493,STATE_1493,773,Cameroon,DWA,FRA,DWA,,CMR,CMR
1498,STATE_1498,856,STATE_856,SAU,SAU,,,SAU,HEJ SAU
1507,STATE_1507,1054,STATE_1054,HUN,ROM,HUN,HUN,HUN,ROM TRA
1508,STATE_1508,63,STATE_63,GER,GER,,,GER KSH PRE,GER PRE
1510,STATE_1510,44,STATE_44,ALB,ALB,ITA,,ALB,ALB
1513,STATE_1513,47,Thessaly,GRE,GRE,,ITA,GRE,GRE
1517,STATE_1517,378,STATE_378,USA,USA,,,USA,CAL USA
1518,STATE_1518,378,STATE_378,USA,USA,,,USA,CAL USA
1523,STATE_1523,1043,STATE_1043,MON,MEN,MON,MEN,MEN MON SHX,CHI MEN PRC
1524,STATE_1524,515,STATE_515,AOC,FRA,AOC,,NGR,NGR
1525,STATE_1525,546,STATE_546,DOA,ENG,DOA,,TZN,TZN
1526,STATE_1526,546,STATE_546,DOA,ENG,DOA,,TZN,TZN
1527,STATE_1527,771,Zambia,FRN,ENG,FRN,,ZAM,ZAM
1528,STATE_1528,981,Barotseland,FRN,ENG,FRN,,BAR ZAM,ZAM
1529,STATE_1529,981,Barotseland,FRN,ENG,FRN,,BAR ZAM,ZAM
1530,Zambia,771,Zambia,FRN,ENG,FRN,,ZAM,ZAM
1531,STATE_1531,545,STATE_545,FRN,ENG,FRN,,ZIM,ZIM
1534,STATE_1534,542,STATE_542,BOT,ENG,BOT,,BOT,BOT
1536,STATE_1536,542,STATE_542,BOT,ENG,BOT,,BOT,BOT
1537,STATE_1537,542,STATE_542,BOT,ENG,BOT,,BOT,BOT
1539,STATE_1539,889,STATE_889,BEL,BEL,,,COG KAT,COG KTG
1543,STATE_1543,541,STATE_541,DSW,SAF,DSW,,NMB SAF,NMB
1544,STATE_1544,894,STATE_894,DSW,SAF,DSW,,NMB SAF,NMB
1545,STATE_1545,998,STATE_998,BRM,RAJ,,,BRM,BRM
1548,STATE_1548,297,Equatorial Guinea,DWA,SPR,,,EQG,EQG
1552,STATE_1552,354,STATE_354,ARM,TUR,,,ARM TUR,TUR
1553,STATE_1553,91,Lwow,RUS,POL,,SOV,POL UKR,GAL POL UKR
1554,STATE_1554,976,STATE_976,GER,AUS,GER,GER,AUS GER,AUS GER
1555,STATE_1555,93,STATE_93,RUS,POL,,SOV,POL UKR,POL UKR
1557,STATE_1557,94,STATE_94,RUS,POL,,SOV,BLR POL,BLR POL
1558,STATE_1558,88,STATE_88,RUS,POL,,GGO,POL,GAL POL
1559,STATE_1559,36,STATE_36,HOL,HOL,,GER,HOL,GEL HOL
1560,STATE_1560,86,STATE_86,GER,POL,,GER,GER POL,POL
1561,STATE_1561,807,STATE_807,GER,POL,,GER,GER KSH POL,POL
1562,STATE_1562,463,STATE_463,USA,USA,,,,ALA
1563,STATE_1563,784,STATE_784,RUS,POL,,SOV,LIT POL,LIT POL
1564,STATE_1564,463,STATE_463,USA,USA,,,,ALA
1568,STATE_1568,855,STATE_855,SAU,SAU,,,SAU,HEJ SAU
1569,Arabian Desert,457,Arabian Desert,EGY,EGY,EGY,,EGY,EGY
1570,STATE_1570,73,STATE_73,HUN,CZE,HUN,HUN,HUN SLO UKR,CZE HUN SLO UKR
1571,STATE_1571,137,STATE_137,RUS,SOV,,,CRI RUS,CRI SOV
1572,STATE_1572,928,KYME,RUS,FIN,RUS,,FIN,FIN
1575,STATE_1575,513,Tlmecen,ALG,FRA,ALG,,ALG,ALG
1577,STATE_1577,459,Algiers,ALG,FRA,ALG,,ALG,ALG
1581,STATE_1581,17,Lorraine,FRA,FRA,,GER,FRA,FRA
1582,STATE_1582,785,STATE_785,FRA,FRA,,GER,FRA,FRA
1586,STATE_1586,454,Palestine,SYR,ENG,SYR,,ISR PAL,ISR PAL
1587,STATE_1587,98,STATE_98,RUS,POL,,GGO,POL,POL
1588,STATE_1588,88,STATE_88,RUS,POL,,GGO,POL,GAL POL
1589,STATE_1589,92,STATE_92,RUS,POL,,GGO,POL,GAL POL
1590,STATE_1590,93,STATE_93,RUS,POL,,SOV,POL UKR,GAL POL UKR
1594,STATE_1594,101,STATE_101,DEN,DEN,,,DEN GRN,GRL
1595,STATE_1595,184,STATE_184,GRE,GRE,,BUL,GRE,GRE THR
1596,STATE_1596,161,STATE_161,ITA,ITA,,,ITA PAP,ITA PRM
1599,STATE_1599,88,STATE_88,RUS,POL,,GGO,POL,GAL POL
1600,STATE_1600,763,STATE_763,GER,GER,,GER,GER PRE,GER PRE
1601,STATE_1601,47,Thessaly,GRE,GRE,,ITA,GRE,GRE
1602,STATE_1602,94,STATE_94,RUS,POL,,SOV,BLR POL,BLR POL
1604,STATE_1604,11,STATE_11,RUS,LIT,,SOV,LIT,LIT
1611,STATE_1611,65,STATE_65,GER,GER,,,GER SAX,GER LUS PRE SIL
1615,STATE_1615,371,STATE_371,USA,USA,,,USA,LOU USA
1616,STATE_1616,375,STATE_375,USA,USA,,,USA,TEX USA
1617,STATE_1617,66,STATE_66,GER,GER,,,GER PRE SIL,GER LUS PRE SIL
1618,STATE_1618,371,STATE_371,USA,USA,,,USA,LOU USA
1619,STATE_1619,206,STATE_206,RUS,SOV,,,BLR RUS,BLR SOV
1620,STATE_1620,207,STATE_207,RUS,SOV,,,BLR RUS,BLR SOV
1621,STATE_1621,463,STATE_463,USA,USA,,,,ALA
1624,STATE_1624,198,STATE_198,RUS,SOV,,,RUS UKR,SOV UKR
1625,STATE_1625,1054,STATE_1054,HUN,ROM,HUN,HUN,HUN,HUN ROM TRA
1626,Varsinais Suomi / Finland Proper,926,TURKU AND PORI,RUS,FIN,RUS,,FIN,FIN
1627,Savo / Tavastland / Tavastia,927,HÄME,RUS,FIN,RUS,,FIN,FIN
1628,Savo / Tavastland / Tavastia,929,OULU,RUS,FIN,RUS,,FIN,FIN
1629,Savo / Tavastland / Tavastia,929,OULU,RUS,FIN,RUS,,FIN,FIN
1630,Savo / Tavastland / Tavastia,148,LAPPI,RUS,FIN,RUS,,FIN SMI,FIN
1631,Vaasa,149,VAASA,RUS,FIN,RUS,,FIN,FIN
1637,STATE_1637,142,STATE_142,NOR,NOR,,GER,NOR,NOR
1638,STATE_1638,920,STATE_920,NOR,NOR,,GER,NOR,NOR
1648,STATE_1648,357,STATE_357,USA,USA,,,USA,NEE USA
1655,STATE_1655,63,STATE_63,GER,GER,,,GER KSH PRE,GER POL PRE
1656,STATE_1656,95,STATE_95,RUS,POL,,SOV,BLR POL,BLR POL
1659,STATE_1659,332,STATE_332,ENG,ENG,,,CAN,CAN NFL
1662,STATE_1662,340,STATE_340,TUR,TUR,TUR,,TUR,TUR
1666,STATE_1666,1074,STATE_1074,INS,TUR,,,BLI,TUR
1678,STATE_1678,356,Kastamonu,TUR,TUR,,,TUR,PON TUR
1679,STATE_1679,4,STATE_4,GER,AUS,GER,GER,AUS GER,AUS GER
1689,STATE_1689,378,STATE_378,USA,USA,,,USA,CAL USA
1690,STATE_1690,378,STATE_378,USA,USA,,,USA,CAL USA
1691,STATE_1691,378,STATE_378,USA,USA,,,USA,CAL USA
1692,STATE_1692,378,STATE_378,USA,USA,,,USA,CAL USA
1693,STATE_1693,378,STATE_378,USA,USA,,,USA,CAL USA
1694,STATE_1694,378,STATE_378,USA,USA,,,USA,CAL USA
1695,STATE_1695,378,STATE_378,USA,USA,,,USA,CAL USA
1696,STATE_1696,378,STATE_378,USA,USA,,,USA,CAL USA
1697,STATE_1697,375,STATE_375,USA,USA,,,USA,TEX USA
1698,STATE_1698,375,STATE_375,USA,USA,,,USA,TEX USA
1699,STATE_1699,375,STATE_375,USA,USA,,,USA,TEX USA
1700,STATE_1700,63,STATE_63,GER,GER,,,GER KSH PRE,GER PRE
1701,STATE_1701,63,STATE_63,GER,GER,,,GER KSH PRE,GER PRE
1710,STATE_1710,9,STATE_9,CZE,CZE,GER,GER,CZE,CZE GER MRV
1712,STATE_1712,92,STATE_92,RUS,POL,,GGO,POL,POL
1726,STATE_1726,430,STATE_430,BAN,RAJ,BAN,,BAN IND PAK,BAN PAK RAJ
1728,STATE_1728,807,STATE_807,GER,POL,,GER,GER KSH POL,POL
1729,STATE_1729,70,STATE_70,HUN,CZE,HUN,SLO,SLO,CZE SLO
1730,STATE_1730,20,Rhone,FRA,FRA,,,FRA OCC,FRA
1731,STATE_1731,1048,Moselgebiet,GER,FRA,GER,GER,GER,BGN FRA
1732,STATE_1732,18,STATE_18,FRA,FRA,,GER,FRA,BGN FRA
1733,STATE_1733,17,Lorraine,FRA,FRA,,GER,FRA,BGN FRA
1734,STATE_1734,17,Lorraine,FRA,FRA,,GER,FRA,BGN FRA
1737,STATE_1737,88,STATE_88,RUS,POL,,GGO,POL,GAL POL
1738,STATE_1738,618,Dzungaria,ETR,SIK,ETR,,ETR SIK,CHI PRC SIK
1739,STATE_1739,617,STATE_617,SIK,SIK,,,SIK,CHI PRC SIK
1743,STATE_1743,604,STATE_604,XSM,XSM,,,XSM,CHI PRC XSM
1747,STATE_1747,747,STATE_747,YUN,YUN,,,YUN,CHI PRC YUN
1749,STATE_1749,747,STATE_747,YUN,YUN,,,YUN,CHI PRC YUN
1750,STATE_1750,325,STATE_325,YUN,YUN,,,YUN,CHI PRC YUN
1751,STATE_1751,1046,STATE_1046,XIC,PRC,XIC,,XIC,CHI PRC
1753,STATE_1753,616,STATE_616,XSM,NSI,,,XSM,CHI NSI PRC XSM
1754,STATE_1754,34,STATE_34,BEL,BEL,,GER,BEL,BEL WLL
1755,STATE_1755,157,STATE_157,ITA,ITA,,,ITA PAP,ITA
1756,STATE_1756,161,STATE_161,ITA,ITA,,,ITA PAP,ITA PRM
1757,STATE_1757,157,STATE_157,ITA,ITA,,,ITA PAP,ITA TUS
1758,STATE_1758,162,STATE_162,ITA,ITA,,,ITA TOS,ITA TUS
1762,STATE_1762,925,STATE_925,NOR,NOR,,GER,NOR SMI,NOR
1767,STATE_1767,55,STATE_55,GER,GER,,,GER HES PRE,GER HAN PRE
1768,STATE_1768,91,Lwow,RUS,POL,,SOV,POL UKR,GAL POL UKR
1769,STATE_1769,89,STATE_89,RUS,POL,,SOV,POL UKR,GAL POL UKR
1771,STATE_1771,199,STATE_199,RUS,SOV,,,RUS UKR,SOV UKR
1772,STATE_1772,199,STATE_199,RUS,SOV,,,RUS UKR,SOV UKR
1773,STATE_1773,1087,STATE_1087,DAS,POL,DAS,GGO,MAL,POL
1774,Gomel,241,Gomel,RUS,SOV,,,BLR RUS,SOV
1775,STATE_1775,87,STATE_87,RUS,POL,,GER,POL,POL
1777,STATE_1777,755,STATE_755,XSM,XSM,,,XSM,CHI PRC XSM
1778,STATE_1778,754,STATE_754,XSM,XSM,,,XSM,CHI PRC XSM
1779,STATE_1779,754,STATE_754,XSM,XSM,,,XSM,CHI PRC XSM
1780,STATE_1780,283,STATE_283,XIC,XSM,XIC,,XIC,CHI PRC XSM
